File accession,Experiment accession,Assay,Experiment target,File assembly,Biosample term name,File download URL
ENCFF227FLD,ENCSR996ESX,TF ChIP-seq,NFRKB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF227FLD/@@download/ENCFF227FLD.bigWig
ENCFF814RXC,ENCSR996SKD,TF ChIP-seq,CXXC5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF814RXC/@@download/ENCFF814RXC.bigWig
ENCFF370TJH,ENCSR997NGQ,TF ChIP-seq,XRCC3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF370TJH/@@download/ENCFF370TJH.bigWig
ENCFF732ISZ,ENCSR998AJK,TF ChIP-seq,NRF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF732ISZ/@@download/ENCFF732ISZ.bigWig
ENCFF636QDP,ENCSR998OMC,TF ChIP-seq,TFCP2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF636QDP/@@download/ENCFF636QDP.bigWig
ENCFF428XFI,ENCSR000EMT,DNase-seq,,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF428XFI/@@download/ENCFF428XFI.bigWig
ENCFF487LOB,ENCSR095QNB,ATAC-seq,,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF487LOB/@@download/ENCFF487LOB.bigWig
ENCFF603BJO,ENCSR637XSC,ATAC-seq,,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF603BJO/@@download/ENCFF603BJO.bigWig
ENCFF927KAJ,ENCSR000AKA,Histone ChIP-seq,H3K4me3-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF927KAJ/@@download/ENCFF927KAJ.bigWig
ENCFF469WVA,ENCSR000AKC,Histone ChIP-seq,H3K27ac-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF469WVA/@@download/ENCFF469WVA.bigWig
ENCFF919DOR,ENCSR000AKD,Histone ChIP-seq,H3K27me3-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF919DOR/@@download/ENCFF919DOR.bigWig
ENCFF312MUY,ENCSR000AKE,Histone ChIP-seq,H3K36me3-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF312MUY/@@download/ENCFF312MUY.bigWig
ENCFF564KBE,ENCSR000AKF,Histone ChIP-seq,H3K4me1-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF564KBE/@@download/ENCFF564KBE.bigWig
ENCFF627OKN,ENCSR000AKG,Histone ChIP-seq,H3K4me2-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF627OKN/@@download/ENCFF627OKN.bigWig
ENCFF599TRR,ENCSR000AKH,Histone ChIP-seq,H3K9ac-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF599TRR/@@download/ENCFF599TRR.bigWig
ENCFF479XIQ,ENCSR000AKI,Histone ChIP-seq,H4K20me1-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF479XIQ/@@download/ENCFF479XIQ.bigWig
ENCFF935EGN,ENCSR000AOV,Histone ChIP-seq,H2AFZ-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF935EGN/@@download/ENCFF935EGN.bigWig
ENCFF931USZ,ENCSR000AOW,Histone ChIP-seq,H3K79me2-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF931USZ/@@download/ENCFF931USZ.bigWig
ENCFF683HCZ,ENCSR000AOX,Histone ChIP-seq,H3K9me3-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF683HCZ/@@download/ENCFF683HCZ.bigWig
ENCFF380LZI,ENCSR000DRW,Histone ChIP-seq,H3K36me3-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF380LZI/@@download/ENCFF380LZI.bigWig
ENCFF486WAD,ENCSR000DRX,Histone ChIP-seq,H3K27me3-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF486WAD/@@download/ENCFF486WAD.bigWig
ENCFF280PUF,ENCSR000DRY,Histone ChIP-seq,H3K4me3-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF280PUF/@@download/ENCFF280PUF.bigWig
ENCFF287HAO,ENCSR057BWO,Histone ChIP-seq,H3K4me3-human,GRCh38,GM12878,https://www.encodeproject.org/files/ENCFF287HAO/@@download/ENCFF287HAO.bigWig
ENCFF835RBO,ENCSR052AWE,DNase-seq,,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF835RBO/@@download/ENCFF835RBO.bigWig
ENCFF124ZQJ,ENCSR499ASS,ATAC-seq,,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF124ZQJ/@@download/ENCFF124ZQJ.bigWig
ENCFF611FMK,ENCSR197QXT,Histone ChIP-seq,H3K9ac-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF611FMK/@@download/ENCFF611FMK.bigWig
ENCFF319OET,ENCSR275NCH,Histone ChIP-seq,H3K4me3-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF319OET/@@download/ENCFF319OET.bigWig
ENCFF302MER,ENCSR339ZMJ,Histone ChIP-seq,H3K9me3-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF302MER/@@download/ENCFF302MER.bigWig
ENCFF003DSC,ENCSR461HUD,Histone ChIP-seq,H3F3A-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF003DSC/@@download/ENCFF003DSC.bigWig
ENCFF734QNV,ENCSR566UMF,Histone ChIP-seq,H3K4me1-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF734QNV/@@download/ENCFF734QNV.bigWig
ENCFF914HRE,ENCSR695SCQ,Histone ChIP-seq,H3K79me2-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF914HRE/@@download/ENCFF914HRE.bigWig
ENCFF058DRV,ENCSR764KFK,Histone ChIP-seq,H4K20me1-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF058DRV/@@download/ENCFF058DRV.bigWig
ENCFF185UEI,ENCSR788EQL,Histone ChIP-seq,H3K4me2-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF185UEI/@@download/ENCFF185UEI.bigWig
ENCFF537PUA,ENCSR826UTD,Histone ChIP-seq,H3K27ac-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF537PUA/@@download/ENCFF537PUA.bigWig
ENCFF519YBG,ENCSR849APH,Histone ChIP-seq,H3K36me3-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF519YBG/@@download/ENCFF519YBG.bigWig
ENCFF682MGB,ENCSR881TWJ,Histone ChIP-seq,H3K27me3-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF682MGB/@@download/ENCFF682MGB.bigWig
ENCFF054CFX,ENCSR943LZX,Histone ChIP-seq,H3K9me2-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF054CFX/@@download/ENCFF054CFX.bigWig
ENCFF183KAX,ENCSR946QFD,Histone ChIP-seq,H2AFZ-human,GRCh38,PC-3,https://www.encodeproject.org/files/ENCFF183KAX/@@download/ENCFF183KAX.bigWig
