,Chromosome,Start,gene_name,gene_id,Strand,"K562 ENCODE, biol_"
36608,chr14,103715451,XRCC3,ENSG00000126215.14,-,44.40625
18114,chr6,30744547,IER3,ENSG00000137331.12,-,44.40625
18853,chr6,127343346,ECHDC1,ENSG00000093144.19,-,44.4375
2092,chr1,167630231,RCSD1,ENSG00000198771.11,+,44.46875
42451,chr17,7239439,PHF23,ENSG00000040633.13,-,44.46875
5116,chr1,247331867,ZNF496,ENSG00000162714.13,-,44.5
16990,chr6,32154094,PPT2,ENSG00000221988.13,+,44.5
41364,chr17,42288468,STAT5A,ENSG00000126561.18,+,44.5
39744,chr16,1782571,SPSB3,ENSG00000162032.16,-,44.5
25850,chr10,45727199,WASHC2C,ENSG00000172661.20,+,44.5
6204,chr2,162344131,GCA,ENSG00000115271.11,+,44.53125
48189,chr19,52095765,ZNF841,ENSG00000197608.12,-,44.53125
41143,chr17,30831965,ATAD5,ENSG00000176208.9,+,44.53125
32439,chr12,121712751,TMEM120B,ENSG00000188735.13,+,44.53125
18143,chr6,31660778,C6orf47,ENSG00000204439.4,-,44.5625
24411,chr9,129835457,USP20,ENSG00000136878.14,+,44.5625
44971,chr19,4909497,UHRF1,ENSG00000276043.5,+,44.59375
10788,chr3,48685884,NCKIPSD,ENSG00000213672.8,-,44.59375
45435,chr19,18173812,IFI30,ENSG00000216490.4,+,44.59375
35489,chr14,75985781,IFT43,ENSG00000119650.13,+,44.59375
13265,chr4,41214542,APBB2,ENSG00000163697.18,-,44.59375
44710,chr18,70205658,RTTN,ENSG00000176225.15,-,44.59375
9259,chr3,47825027,DHX30,ENSG00000132153.15,+,44.625
50074,chr21,45074579,ADARB1,ENSG00000197381.18,+,44.625
5177,chr2,6917411,RNF144A,ENSG00000151692.15,+,44.625
18047,chr6,26271413,H3C8,ENSG00000273983.2,-,44.625
53826,chrY,19744939,KDM5D,ENSG00000012817.16,-,44.625
42664,chr17,17972400,TOM1L2,ENSG00000175662.18,-,44.625
36134,chr14,49688214,POLE2,ENSG00000100479.14,-,44.65625
30988,chr11,124673739,SIAE,ENSG00000110013.13,-,44.65625
27429,chr10,114526835,ABLIM1,ENSG00000099204.22,-,44.65625
40596,chr16,87493024,ZCCHC14,ENSG00000140948.13,-,44.65625
9777,chr3,122795068,SLC49A4,ENSG00000138463.9,+,44.65625
40616,chr16,88785220,PIEZO1,ENSG00000103335.22,-,44.65625
23822,chr9,36036912,RECK,ENSG00000122707.12,+,44.65625
25096,chr9,95317671,FANCC,ENSG00000158169.14,-,44.6875
34470,chr13,28718970,SLC46A3,ENSG00000139508.15,-,44.6875
38104,chr15,76905340,SCAPER,ENSG00000140386.13,-,44.6875
47540,chr19,35745432,ENSG00000267120,ENSG00000267120.3,-,44.6875
48737,chr20,32109735,TM9SF4,ENSG00000101337.16,+,44.6875
15149,chr5,154190732,GALNT10,ENSG00000164574.16,+,44.71875
29454,chr11,842529,POLR2L,ENSG00000177700.6,-,44.71875
48894,chr20,38962343,DHX35,ENSG00000101452.15,+,44.71875
50354,chr22,17084999,IL17RA,ENSG00000177663.15,+,44.75
50277,chr21,42010357,ZBTB21,ENSG00000173276.14,-,44.75
49036,chr20,49812827,SLC9A8,ENSG00000197818.12,+,44.75
38514,chr16,2538002,PDPK1,ENSG00000140992.19,+,44.78125
6035,chr2,120013076,EPB41L5,ENSG00000115109.14,+,44.78125
43796,chr17,81552353,FAAP100,ENSG00000185504.17,-,44.78125
30158,chr11,62612775,EML3,ENSG00000149499.12,-,44.78125
23502,chr8,140457744,TRAPPC9,ENSG00000167632.18,-,44.78125
34348,chr13,112690037,ATP11A,ENSG00000068650.19,+,44.78125
48098,chr19,50511220,JOSD2,ENSG00000161677.12,-,44.8125
26813,chr10,27100485,ANKRD26,ENSG00000107890.17,-,44.8125
2917,chr1,2194772,FAAP20,ENSG00000162585.17,-,44.8125
22913,chr8,33473119,FUT10,ENSG00000172728.16,-,44.8125
32315,chr12,111766932,ALDH2,ENSG00000111275.13,+,44.8125
32895,chr12,22544492,C2CD5,ENSG00000111731.13,-,44.8125
32450,chr12,122021883,BCL7A,ENSG00000110987.9,+,44.84375
18432,chr6,44313347,AARS2,ENSG00000124608.5,-,44.84375
48011,chr19,48811029,BCAT2,ENSG00000105552.15,-,44.84375
31502,chr12,34022495,ALG10,ENSG00000139133.7,+,44.84375
32308,chr12,111405922,SH2B3,ENSG00000111252.11,+,44.84375
6841,chr2,231961683,DIS3L2,ENSG00000144535.20,+,44.875
36307,chr14,67816587,ZFYVE26,ENSG00000072121.17,-,44.90625
6944,chr2,238061030,SCLY,ENSG00000132330.18,+,44.90625
24780,chr9,32552586,TOPORS,ENSG00000197579.8,-,44.90625
11734,chr3,172711067,NCEH1,ENSG00000144959.11,-,44.90625
39366,chr16,68264559,SLC7A6,ENSG00000103064.15,+,44.90625
14517,chr5,75511890,POLK,ENSG00000122008.16,+,44.9375
16959,chr6,31815542,HSPA1A,ENSG00000204389.10,+,44.9375
19392,chr7,30134987,MTURN,ENSG00000180354.16,+,44.9375
7614,chr2,75710899,GCFC2,ENSG00000005436.14,-,44.9375
18615,chr6,83431051,ME1,ENSG00000065833.9,-,44.9375
40042,chr16,22374619,CDR2,ENSG00000140743.8,-,44.9375
12253,chr4,40056849,N4BP2,ENSG00000078177.15,+,44.9375
41127,chr17,29568700,TP53I13,ENSG00000167543.16,+,44.9375
41638,chr17,50547125,SPATA20,ENSG00000006282.22,+,44.9375
43758,chr17,78979935,LGALS3BP,ENSG00000108679.13,-,44.9375
34157,chr13,49495969,PHF11,ENSG00000136147.18,+,44.96875
51297,chr22,38794143,DNAL4,ENSG00000100246.13,-,44.96875
32106,chr12,93570979,SOCS2,ENSG00000120833.14,+,45.0
35090,chr14,35826337,BRMS1L,ENSG00000100916.14,+,45.0
15589,chr5,40755948,TTC33,ENSG00000113638.14,-,45.0
21498,chr7,140398457,SLC37A3,ENSG00000157800.18,-,45.0
30139,chr11,61891545,FADS3,ENSG00000221968.9,-,45.0
40568,chr16,84145169,HSDL1,ENSG00000103160.12,-,45.0
41470,chr17,44708664,DBF4B,ENSG00000161692.18,+,45.0
25165,chr9,104928139,ABCA1,ENSG00000165029.17,-,45.0
7451,chr2,61471087,USP34,ENSG00000115464.15,-,45.03125
26434,chr10,110207604,MXI1,ENSG00000119950.21,+,45.03125
50181,chr21,32279049,MIS18A,ENSG00000159055.4,-,45.03125
8484,chr2,219218958,ABCB6,ENSG00000115657.14,-,45.0625
53089,chrX,55161195,FAM104B,ENSG00000182518.14,-,45.0625
17203,chr6,43770210,VEGFA,ENSG00000112715.26,+,45.0625
5336,chr2,27663425,SLC4A1AP,ENSG00000163798.14,+,45.09375
36516,chr14,94129604,IFI27L2,ENSG00000119632.4,-,45.125
48876,chr20,38033745,RPRD1B,ENSG00000101413.12,+,45.125
110,chr1,6579993,ZBTB48,ENSG00000204859.13,+,45.125
345,chr1,19644310,NBL1,ENSG00000158747.15,+,45.15625
24981,chr9,75088217,NMRK1,ENSG00000106733.21,-,45.1875
15770,chr5,77492316,WDR41,ENSG00000164253.14,-,45.1875
19927,chr7,100539202,AGFG2,ENSG00000106351.13,+,45.1875
3363,chr1,34985347,TMEM35B,ENSG00000243749.2,-,45.1875
13088,chr4,1684313,FAM53A,ENSG00000174137.14,-,45.21875
34196,chr13,52012410,ALG11,ENSG00000253710.5,+,45.21875
43172,chr17,44503406,GPATCH8,ENSG00000186566.13,-,45.21875
47766,chr19,42255128,ERF,ENSG00000105722.10,-,45.21875
19305,chr7,21428082,SP4,ENSG00000105866.15,+,45.21875
33327,chr12,56630326,BAZ2A,ENSG00000076108.12,-,45.21875
26999,chr10,58267894,IPMK,ENSG00000151151.6,-,45.25
24249,chr9,125200544,RABEPK,ENSG00000136933.17,+,45.25
19573,chr7,64313960,ZNF736,ENSG00000234444.10,+,45.28125
26415,chr10,103367975,TAF5,ENSG00000148835.12,+,45.28125
43649,chr17,75271211,MIF4GD,ENSG00000125457.15,-,45.28125
8578,chr2,230220013,SP110,ENSG00000135899.20,-,45.28125
42943,chr17,40054405,MED24,ENSG00000008838.21,-,45.28125
32579,chr12,133181558,ZNF268,ENSG00000090612.22,+,45.3125
38511,chr16,2520389,AMDHD2,ENSG00000162066.16,+,45.3125
48223,chr19,52897693,ZNF320,ENSG00000182986.15,-,45.3125
24415,chr9,130053905,GPR107,ENSG00000148358.21,+,45.3125
43653,chr17,75289433,SLC25A19,ENSG00000125454.12,-,45.3125
18751,chr6,107459564,PDSS2,ENSG00000164494.12,-,45.34375
46212,chr19,47256524,CCDC9,ENSG00000105321.14,+,45.34375
37131,chr15,67065601,SMAD3,ENSG00000166949.17,+,45.34375
50455,chr22,21567713,UBE2L3,ENSG00000185651.16,+,45.34375
15944,chr5,115296693,CCDC112,ENSG00000164221.13,-,45.34375
51547,chrX,11758202,MSL3,ENSG00000005302.19,+,45.34375
30593,chr11,83071923,RAB30,ENSG00000137502.10,-,45.375
33671,chr12,106987126,MTERF2,ENSG00000120832.10,-,45.40625
27501,chr10,123008795,IKZF5,ENSG00000095574.12,-,45.40625
26509,chr10,113854660,NHLRC2,ENSG00000196865.4,+,45.4375
33217,chr12,53626382,ATF7,ENSG00000170653.19,-,45.4375
24229,chr9,122941019,RABGAP1,ENSG00000011454.18,+,45.4375
7076,chr2,9003684,MBOAT2,ENSG00000143797.12,-,45.4375
10218,chr3,179653039,USP13,ENSG00000058056.10,+,45.4375
513,chr1,26696014,ARID1A,ENSG00000117713.21,+,45.4375
17146,chr6,42050629,TAF8,ENSG00000137413.17,+,45.4375
28575,chr11,65572537,FAM89B,ENSG00000176973.8,+,45.4375
7105,chr2,15561334,NBAS,ENSG00000151779.14,-,45.46875
31848,chr12,56152589,MYL6B,ENSG00000196465.11,+,45.46875
21047,chr7,92590390,FAM133B,ENSG00000234545.8,-,45.5
17036,chr6,33621321,ITPR3,ENSG00000096433.11,+,45.5
40553,chr16,81096395,GCSH,ENSG00000140905.11,-,45.5
39919,chr16,11586919,LITAF,ENSG00000189067.14,-,45.5
31546,chr12,47773237,SLC48A1,ENSG00000211584.14,+,45.5
45105,chr19,8413269,MARCHF2,ENSG00000099785.11,+,45.5
12016,chr4,1871392,NSD2,ENSG00000109685.19,+,45.5
49206,chr20,63658313,RTEL1,ENSG00000258366.12,+,45.5
22817,chr8,22109419,NUDT18,ENSG00000275074.2,-,45.53125
19195,chr7,2558971,IQCE,ENSG00000106012.19,+,45.53125
47468,chr19,23250390,ZNF724,ENSG00000196081.10,-,45.53125
3287,chr1,30757774,LAPTM5,ENSG00000162511.8,-,45.5625
20721,chr7,33109398,RP9,ENSG00000164610.10,-,45.5625
50136,chr21,28885367,N6AMT1,ENSG00000156239.12,-,45.59375
34110,chr13,42272151,AKAP11,ENSG00000023516.9,+,45.59375
40621,chr16,88856947,GALNS,ENSG00000141012.13,-,45.59375
13942,chr4,151760990,GATB,ENSG00000059691.12,-,45.59375
25699,chr10,16437009,PTER,ENSG00000165983.15,+,45.625
16024,chr5,132490777,IRF1,ENSG00000125347.15,-,45.625
29427,chr11,507218,RNH1,ENSG00000023191.17,-,45.625
7535,chr2,71227103,PAIP2B,ENSG00000124374.9,-,45.65625
47436,chr19,19821749,ZNF506,ENSG00000081665.14,-,45.65625
24711,chr9,19127490,PLIN2,ENSG00000147872.10,-,45.65625
44319,chr18,74148522,TIMM21,ENSG00000075336.12,+,45.6875
36420,chr14,77377094,TMED8,ENSG00000100580.8,-,45.6875
26295,chr10,96043582,CCNJ,ENSG00000107443.16,+,45.6875
13197,chr4,16226471,TAPT1,ENSG00000169762.17,-,45.6875
34424,chr13,21061586,LATS2,ENSG00000150457.9,-,45.71875
28528,chr11,65027537,SNX15,ENSG00000110025.13,+,45.71875
23083,chr8,66667231,VCPIP1,ENSG00000175073.8,-,45.71875
25447,chr9,132406840,TTF1,ENSG00000125482.13,-,45.71875
14663,chr5,109689926,MAN2A1,ENSG00000112893.10,+,45.71875
22332,chr8,96261901,PTDSS1,ENSG00000156471.13,+,45.75
464,chr1,25543605,LDLRAP1,ENSG00000157978.12,+,45.75
8018,chr2,159286669,WDSUB1,ENSG00000196151.11,-,45.75
34472,chr13,29850617,UBL3,ENSG00000122042.10,-,45.75
87,chr1,5992759,KCNAB2,ENSG00000069424.16,+,45.78125
10307,chr3,185282940,MAP3K13,ENSG00000073803.14,+,45.78125
2391,chr1,203305518,BTG2,ENSG00000159388.6,+,45.78125
40043,chr16,23149452,USP31,ENSG00000103404.15,-,45.8125
1357,chr1,108560088,EEIG2,ENSG00000162636.16,+,45.8125
53342,chrX,107118804,RBM41,ENSG00000089682.17,-,45.8125
52126,chrX,85003876,APOOL,ENSG00000155008.16,+,45.84375
3413,chr1,37690520,C1orf109,ENSG00000116922.15,-,45.84375
18105,chr6,30617243,PPP1R10,ENSG00000204569.10,-,45.84375
51459,chr22,50582849,CHKB,ENSG00000100288.20,-,45.84375
6438,chr2,191245403,MYO1B,ENSG00000128641.19,+,45.875
30225,chr11,64166113,MACROD1,ENSG00000133315.12,-,45.875
37838,chr15,55289806,RAB27A,ENSG00000069974.17,-,45.875
30401,chr11,68213635,KMT5B,ENSG00000110066.16,-,45.875
43526,chr17,64130144,ERN1,ENSG00000178607.17,-,45.875
4961,chr1,225882380,TMEM63A,ENSG00000196187.12,-,45.90625
22006,chr8,38787235,TACC1,ENSG00000147526.20,+,45.90625
51330,chr22,41589840,PMM1,ENSG00000100417.12,-,45.90625
44900,chr19,2476126,GADD45B,ENSG00000099860.9,+,45.90625
35227,chr14,58298555,ARID4A,ENSG00000032219.19,+,45.9375
1426,chr1,110034623,STRIP1,ENSG00000143093.15,+,45.9375
22282,chr8,86514434,CPNE3,ENSG00000085719.13,+,45.9375
36171,chr14,52552505,TXNDC16,ENSG00000087301.9,-,45.9375
7142,chr2,24047361,WDCP,ENSG00000163026.12,-,45.9375
3851,chr1,94927110,CNN3,ENSG00000117519.16,-,45.96875
1286,chr1,95234210,RWDD3,ENSG00000122481.17,+,45.96875
19177,chr7,1530701,MAFK,ENSG00000198517.10,+,45.96875
16699,chr6,26020450,H3C1,ENSG00000275714.2,+,45.96875
43820,chr17,81833256,MCRIP1,ENSG00000225663.8,-,46.0
40902,chr17,7932154,CNTROB,ENSG00000170037.14,+,46.0
25109,chr9,96383678,SLC35D2,ENSG00000130958.13,-,46.0
49776,chr20,63272694,NKAIN4,ENSG00000101198.15,-,46.0
30871,chr11,117232033,PCSK7,ENSG00000160613.15,-,46.0
21992,chr8,38231584,DDHD2,ENSG00000085788.14,+,46.0
17835,chr6,160991768,MAP3K4,ENSG00000085511.20,+,46.0
11968,chr4,124500,ZNF718,ENSG00000250312.8,+,46.0
9290,chr3,49021604,NDUFAF3,ENSG00000178057.15,+,46.0
47109,chr19,10836212,TMED1,ENSG00000099203.7,-,46.03125
39353,chr16,67893253,PSKH1,ENSG00000159792.10,+,46.03125
12026,chr4,2042049,C4orf48,ENSG00000243449.8,+,46.03125
15882,chr5,95822722,GLRX,ENSG00000173221.14,-,46.03125
37092,chr15,64460577,ZNF609,ENSG00000180357.10,+,46.03125
51713,chrX,38561541,TSPAN7,ENSG00000156298.13,+,46.03125
43433,chr17,60392133,USP32,ENSG00000170832.13,-,46.03125
2341,chr1,198639095,PTPRC,ENSG00000081237.21,+,46.0625
24157,chr9,113410746,C9orf43,ENSG00000157653.12,+,46.0625
16858,chr6,30626874,ATAT1,ENSG00000137343.18,+,46.0625
48952,chr20,44910059,PABPC1L,ENSG00000101104.13,+,46.0625
36460,chr14,89954730,EFCAB11,ENSG00000140025.16,-,46.09375
22079,chr8,43093514,POMK,ENSG00000185900.11,+,46.125
51041,chr22,21952848,PPM1F,ENSG00000100034.14,-,46.125
12562,chr4,89111532,TIGD2,ENSG00000180346.5,+,46.125
49634,chr20,46406632,ELMO2,ENSG00000062598.18,-,46.15625
36489,chr14,92040059,TRIP11,ENSG00000100815.12,-,46.15625
27976,chr11,28108247,METTL15,ENSG00000169519.21,+,46.15625
43966,chr18,9708300,RAB31,ENSG00000168461.13,+,46.15625
41312,chr17,40121970,MSL1,ENSG00000188895.12,+,46.15625
43738,chr17,78128738,TMC6,ENSG00000141524.19,-,46.15625
11628,chr3,158672648,LXN,ENSG00000079257.8,-,46.1875
51670,chrX,24465285,PDK3,ENSG00000067992.17,+,46.1875
25582,chr9,137578925,DPH7,ENSG00000148399.13,-,46.1875
16400,chr5,172771195,DUSP1,ENSG00000120129.6,-,46.21875
24382,chr9,129036625,MIGA2,ENSG00000148343.19,+,46.21875
20882,chr7,64563041,ZNF680,ENSG00000173041.12,-,46.21875
32036,chr12,71664300,THAP2,ENSG00000173451.7,+,46.21875
24151,chr9,113151006,SLC31A2,ENSG00000136867.11,+,46.21875
9610,chr3,101724613,CEP97,ENSG00000182504.12,+,46.21875
6569,chr2,206274662,ZDBF2,ENSG00000204186.10,+,46.25
11149,chr3,97972431,RIOX2,ENSG00000170854.18,-,46.25
38783,chr16,19523941,CCP110,ENSG00000103540.17,+,46.25
13239,chr4,37686376,RELL1,ENSG00000181826.10,-,46.25
33497,chr12,77065569,E2F7,ENSG00000165891.16,-,46.25
45566,chr19,29811990,CCNE1,ENSG00000105173.14,+,46.25
33399,chr12,57772119,METTL1,ENSG00000037897.17,-,46.25
33673,chr12,107761137,PRDM4,ENSG00000110851.12,-,46.25
51161,chr22,31107568,SELENOM,ENSG00000198832.11,-,46.28125
9751,chr3,121835208,EAF2,ENSG00000145088.9,+,46.28125
36493,chr14,92106562,ATXN3,ENSG00000066427.25,-,46.28125
14366,chr5,65625033,TRAPPC13,ENSG00000113597.18,+,46.28125
3828,chr1,92785099,EVI5,ENSG00000067208.17,-,46.3125
7129,chr2,20651098,HS1BP3,ENSG00000118960.13,-,46.3125
46730,chr19,58228913,ZNF544,ENSG00000198131.15,+,46.3125
41260,chr17,38705272,MLLT6,ENSG00000275023.5,+,46.34375
45733,chr19,35717972,KMT2B,ENSG00000272333.8,+,46.34375
50716,chr22,37658722,PDXP,ENSG00000241360.2,+,46.34375
15941,chr5,115262851,PGGT1B,ENSG00000164219.10,-,46.34375
39119,chr16,53055032,CHD9,ENSG00000177200.18,+,46.375
26420,chr10,104122057,SFR1,ENSG00000156384.15,+,46.375
49011,chr20,45934682,PCIF1,ENSG00000100982.12,+,46.375
17189,chr6,43477522,TJAP1,ENSG00000137221.14,+,46.375
36473,chr14,91417820,CCDC88C,ENSG00000015133.20,-,46.375
39967,chr16,15643108,MARF1,ENSG00000166783.22,-,46.375
25202,chr9,111484357,ECPAS,ENSG00000136813.15,-,46.375
12240,chr4,39182528,WDR19,ENSG00000157796.18,+,46.40625
23523,chr8,142403168,TSNARE1,ENSG00000171045.16,-,46.40625
5186,chr2,9474550,IAH1,ENSG00000134330.19,+,46.40625
21488,chr7,139109354,ZC3HAV1,ENSG00000105939.14,-,46.40625
20488,chr7,158856557,DYNC2I1,ENSG00000126870.16,+,46.40625
20958,chr7,76627240,POMZP3,ENSG00000146707.15,-,46.4375
39391,chr16,69187163,SNTB2,ENSG00000168807.17,+,46.4375
34423,chr13,20902746,XPO4,ENSG00000132953.18,-,46.4375
20054,chr7,112450459,IFRD1,ENSG00000006652.15,+,46.4375
26752,chr10,14604389,FAM107B,ENSG00000065809.14,-,46.46875
21667,chr8,1763788,CLN8,ENSG00000182372.10,+,46.46875
37242,chr15,74890052,MPI,ENSG00000178802.18,+,46.46875
27043,chr10,68407189,RUFY2,ENSG00000204130.14,-,46.46875
41815,chr17,63600894,TACO1,ENSG00000136463.9,+,46.46875
26397,chr10,102504006,SUFU,ENSG00000107882.12,+,46.46875
41328,chr17,40318280,RARA,ENSG00000131759.18,+,46.46875
25463,chr9,133121176,RALGDS,ENSG00000160271.16,-,46.5
49557,chr20,41317731,ZHX3,ENSG00000174306.22,-,46.5
41039,chr17,19533879,SLC47A1,ENSG00000142494.13,+,46.5
16494,chr5,179858817,MRNIP,ENSG00000161010.16,-,46.5
40688,chr17,2337500,SGSM2,ENSG00000141258.13,+,46.5
32980,chr12,39443059,KIF21A,ENSG00000139116.19,-,46.53125
50644,chr22,31496535,SFI1,ENSG00000198089.16,+,46.53125
18392,chr6,42746103,TBCC,ENSG00000124659.7,-,46.53125
44947,chr19,4007735,PIAS4,ENSG00000105229.7,+,46.5625
43935,chr18,3450211,TGIF1,ENSG00000177426.22,+,46.5625
18199,chr6,32838822,ENSG00000250264,ENSG00000250264.1,-,46.5625
33581,chr12,95217464,FGD6,ENSG00000180263.14,-,46.59375
28626,chr11,66480430,DPP3,ENSG00000254986.8,+,46.59375
7211,chr2,27489743,IFT172,ENSG00000138002.16,-,46.59375
29244,chr11,119206338,CBL,ENSG00000110395.8,+,46.59375
44615,chr18,51197681,MEX3C,ENSG00000176624.12,-,46.59375
48519,chr20,3209497,ITPA,ENSG00000125877.13,+,46.59375
20929,chr7,74890585,ENSG00000289346,ENSG00000289346.1,-,46.59375
39693,chr16,370509,MRPL28,ENSG00000086504.18,-,46.59375
24102,chr9,104747682,NIPSNAP3A,ENSG00000136783.10,+,46.625
52183,chrX,102599519,ARMCX5,ENSG00000125962.16,+,46.625
50334,chr21,45542471,SLC19A1,ENSG00000173638.19,-,46.625
41689,chr17,55751093,PCTP,ENSG00000141179.14,+,46.625
28044,chr11,36510371,RAG1,ENSG00000166349.11,+,46.625
50972,chr22,17774412,BID,ENSG00000015475.19,-,46.625
32282,chr12,109573804,MVK,ENSG00000110921.14,+,46.625
19856,chr7,99472892,ZNF789,ENSG00000198556.14,+,46.625
12353,chr4,55948870,CEP135,ENSG00000174799.12,+,46.65625
41197,chr17,34961539,ZNF830,ENSG00000198783.6,+,46.65625
38914,chr16,28950936,NFATC2IP,ENSG00000176953.13,+,46.65625
1517,chr1,117060325,TTF2,ENSG00000116830.12,+,46.65625
29698,chr11,10294207,SBF2,ENSG00000133812.18,-,46.65625
3611,chr1,52698347,COA7,ENSG00000162377.6,-,46.6875
5345,chr2,28392857,FOSL2,ENSG00000075426.12,+,46.6875
27512,chr10,124744269,FAM53B,ENSG00000189319.14,-,46.6875
42808,chr17,32877177,MYO1D,ENSG00000176658.17,-,46.6875
5225,chr2,12716935,TRIB2,ENSG00000071575.12,+,46.6875
32177,chr12,101280104,UTP20,ENSG00000120800.5,+,46.6875
30256,chr11,64803241,MAP4K2,ENSG00000168067.12,-,46.71875
12423,chr4,70704800,RUFY3,ENSG00000018189.13,+,46.71875
49669,chr20,49915529,SPATA2,ENSG00000158480.11,-,46.75
44218,chr18,50968047,ELAC1,ENSG00000141642.9,+,46.75
13808,chr4,122922968,NUDT6,ENSG00000170917.14,-,46.75
34333,chr13,110713699,ING1,ENSG00000153487.13,+,46.75
9353,chr3,51538718,RAD54L2,ENSG00000164080.14,+,46.75
24556,chr9,136791378,ENSG00000272896,ENSG00000272896.1,+,46.75
35052,chr14,32076984,ARHGAP5,ENSG00000100852.14,+,46.75
44139,chr18,35241054,ZNF397,ENSG00000186812.13,+,46.78125
52315,chrX,118495814,DOCK11,ENSG00000147251.16,+,46.78125
16669,chr6,20401878,E2F3,ENSG00000112242.16,+,46.78125
52794,chrX,16712669,CTPS2,ENSG00000047230.15,-,46.78125
42924,chr17,39688057,PGAP3,ENSG00000161395.14,-,46.78125
8632,chr2,239400949,HDAC4,ENSG00000068024.18,-,46.84375
9552,chr3,97822010,CRYBG3,ENSG00000080200.10,+,46.84375
8606,chr2,233566734,USP40,ENSG00000085982.16,-,46.84375
40254,chr16,53703847,RPGRIP1L,ENSG00000103494.16,-,46.84375
41959,chr17,75456640,TMEM94,ENSG00000177728.17,+,46.875
45764,chr19,36054929,WDR62,ENSG00000075702.19,+,46.875
38033,chr15,72686182,HIGD2B,ENSG00000175202.6,-,46.875
52318,chrX,118727601,IL13RA1,ENSG00000131724.11,+,46.90625
52457,chrX,136497591,HTATSF1,ENSG00000102241.12,+,46.90625
1639,chr1,150487418,TARS2,ENSG00000143374.18,+,46.90625
1370,chr1,108877002,GPSM2,ENSG00000121957.15,+,46.90625
18144,chr6,31664997,GPANK1,ENSG00000204438.11,-,46.90625
38295,chr15,101252048,CHSY1,ENSG00000131873.7,-,46.90625
38638,chr16,4693717,NUDT16L1,ENSG00000168101.15,+,46.90625
11833,chr3,186567339,TBCCD1,ENSG00000113838.13,-,46.90625
30528,chr11,76381132,THAP12,ENSG00000137492.9,-,46.90625
47876,chr19,45423839,ERCC1,ENSG00000012061.17,-,46.9375
43427,chr17,59892858,TUBD1,ENSG00000108423.15,-,46.9375
15391,chr5,179550553,RUFY1,ENSG00000176783.15,+,46.9375
14734,chr5,122845517,SNX24,ENSG00000064652.11,+,46.9375
17597,chr6,125956769,HINT3,ENSG00000111911.7,+,46.96875
36395,chr14,75051532,MLH3,ENSG00000119684.16,-,46.96875
4793,chr1,202967257,CYB5R1,ENSG00000159348.13,-,46.96875
41497,chr17,45221808,FMNL1,ENSG00000184922.15,+,46.96875
38425,chr16,1612359,CRAMP1,ENSG00000007545.16,+,47.0
6929,chr2,237692215,LRRFIP1,ENSG00000124831.20,+,47.0
43437,chr17,61591219,NACA2,ENSG00000253506.3,-,47.0
24733,chr9,21335404,KLHL9,ENSG00000198642.7,-,47.03125
17365,chr6,75749234,MYO6,ENSG00000196586.17,+,47.03125
4933,chr1,222589933,TAF1A,ENSG00000143498.18,-,47.03125
718,chr1,37807746,C1orf122,ENSG00000197982.14,+,47.03125
22632,chr8,144477981,PPP1R16A,ENSG00000160972.10,+,47.0625
18175,chr6,32128246,ATF6B,ENSG00000213676.13,-,47.0625
42476,chr17,7394535,PLSCR3,ENSG00000187838.17,-,47.0625
34389,chr13,114281602,UPF3A,ENSG00000169062.15,+,47.0625
40782,chr17,6444454,PIMREG,ENSG00000129195.16,+,47.0625
49164,chr20,62183027,MTG2,ENSG00000101181.18,+,47.0625
7254,chr2,37196598,SULT6B1,ENSG00000138068.12,-,47.0625
45365,chr19,17226225,OCEL1,ENSG00000099330.9,+,47.0625
23461,chr8,130443674,ASAP1,ENSG00000153317.15,-,47.0625
11720,chr3,170908598,EIF5A2,ENSG00000163577.8,-,47.09375
30471,chr11,72752408,ARAP1,ENSG00000186635.16,-,47.09375
46116,chr19,44748707,BCL3,ENSG00000069399.15,+,47.09375
19667,chr7,74964704,CASTOR2,ENSG00000274070.2,+,47.09375
15438,chr5,181223289,TRIM41,ENSG00000146063.20,+,47.125
17048,chr6,34792082,BLTP3A,ENSG00000065060.18,+,47.125
24555,chr9,136791343,TMEM141,ENSG00000244187.8,+,47.125
23490,chr8,133571925,ST3GAL1,ENSG00000008513.17,-,47.15625
30705,chr11,96343195,MAML2,ENSG00000184384.15,-,47.15625
48806,chr20,35455166,CEP250,ENSG00000126001.17,+,47.15625
16365,chr5,160119450,PWWP2A,ENSG00000170234.13,-,47.1875
35020,chr14,24429934,KHNYN,ENSG00000100441.10,+,47.1875
46428,chr19,52269592,ZNF766,ENSG00000196214.11,+,47.1875
28092,chr11,45847474,CRY2,ENSG00000121671.12,+,47.21875
695,chr1,35931104,AGO3,ENSG00000126070.20,+,47.21875
45761,chr19,35995187,SDHAF1,ENSG00000205138.4,+,47.21875
28884,chr11,76860917,ACER3,ENSG00000078124.13,+,47.21875
44228,chr18,54269566,POLI,ENSG00000101751.11,+,47.25
40045,chr16,23453189,COG7,ENSG00000168434.13,-,47.25
28931,chr11,86244763,EED,ENSG00000074266.23,+,47.25
46764,chr19,344796,MIER2,ENSG00000105556.12,-,47.25
21660,chr8,406957,FBXO25,ENSG00000147364.17,+,47.25
19425,chr7,32957439,FKBP9,ENSG00000122642.11,+,47.28125
46153,chr19,45251291,MARK4,ENSG00000007047.16,+,47.28125
24458,chr9,131502949,POMT1,ENSG00000130714.19,+,47.28125
