,Chromosome,Start,gene_name,gene_id,Strand,"GM12878 ENCODE, biol_"
8484,chr2,219218958,ABCB6,ENSG00000115657.14,-,87.75
5246,chr2,20447073,RHOB,ENSG00000143878.10,+,87.75
25646,chr10,7818527,TAF3,ENSG00000165632.9,+,87.75
16588,chr6,6588719,LY86,ENSG00000112799.9,+,87.75
25264,chr9,116687221,ASTN2,ENSG00000148219.18,-,87.75
978,chr1,52602370,GPX7,ENSG00000116157.6,+,87.8125
48415,chr19,57916592,ZNF417,ENSG00000173480.11,-,87.8125
6431,chr2,190649082,NAB1,ENSG00000138386.17,+,87.8125
11957,chr3,197555987,BDH1,ENSG00000161267.12,-,87.8125
12986,chr4,168832027,PALLD,ENSG00000129116.20,+,87.8125
4819,chr1,205321745,NUAK2,ENSG00000163545.11,-,87.875
50893,chr22,46268039,TTC38,ENSG00000075234.17,+,87.875
39104,chr16,50266550,ADCY7,ENSG00000121281.13,+,87.9375
24489,chr9,133459966,CACFD1,ENSG00000160325.15,+,88.0
25369,chr9,127899591,ENSG00000257524,ENSG00000257524.6,-,88.0
49001,chr20,45881226,ZSWIM1,ENSG00000168612.5,+,88.0625
32806,chr12,12562863,DUSP16,ENSG00000111266.9,-,88.125
9284,chr3,49007390,WDR6,ENSG00000178252.19,+,88.125
9200,chr3,44861911,TMEM42,ENSG00000169964.8,+,88.1875
42903,chr17,38748353,PCGF2,ENSG00000277258.5,-,88.1875
50497,chr22,23857874,SLC2A11,ENSG00000133460.20,+,88.1875
49626,chr20,45972203,ZNF335,ENSG00000198026.8,-,88.1875
26376,chr10,102065348,HPS6,ENSG00000166189.8,+,88.1875
37602,chr15,38564814,RASGRP1,ENSG00000172575.14,-,88.25
46464,chr19,53395148,ZNF765,ENSG00000196417.13,+,88.25
21610,chr7,151632353,PRKAG2,ENSG00000106617.16,-,88.3125
15976,chr5,126595225,ALDH7A1,ENSG00000164904.18,-,88.3125
21142,chr7,99552114,FAM200A,ENSG00000221909.3,-,88.3125
36838,chr15,41828116,JMJD7-PLA2G4B,ENSG00000168970.22,+,88.3125
29177,chr11,118344343,CD3G,ENSG00000160654.11,+,88.375
41867,chr17,68291494,ARSG,ENSG00000141337.13,+,88.375
24429,chr9,130713042,ABL1,ENSG00000097007.20,+,88.4375
45119,chr19,9140396,ZNF317,ENSG00000130803.15,+,88.4375
13028,chr4,185143265,SLC25A4,ENSG00000151729.11,+,88.4375
49048,chr20,50958817,MOCS3,ENSG00000124217.5,+,88.5
24768,chr9,27573457,C9orf72,ENSG00000147894.17,-,88.5
47947,chr19,47231199,BBC3,ENSG00000105327.18,-,88.5625
23602,chr8,144428563,VPS28,ENSG00000160948.14,-,88.5625
23617,chr8,144787304,ZNF34,ENSG00000196378.13,-,88.5625
25213,chr9,112175297,SUSD1,ENSG00000106868.17,-,88.625
26908,chr10,43648881,ZNF32,ENSG00000169740.14,-,88.625
39139,chr16,55509071,LPCAT2,ENSG00000087253.13,+,88.625
47089,chr19,10316015,FDX2,ENSG00000267673.7,-,88.6875
47673,chr19,39532852,EID2B,ENSG00000176401.6,-,88.6875
8680,chr2,241149472,PASK,ENSG00000115687.14,-,88.75
11996,chr4,1011625,FGFRL1,ENSG00000127418.15,+,88.75
45227,chr19,11925067,ZNF700,ENSG00000196757.8,+,88.75
51996,chrX,68829020,EFNB1,ENSG00000090776.6,+,88.75
5616,chr2,68774939,ARHGAP25,ENSG00000163219.12,+,88.75
45566,chr19,29811990,CCNE1,ENSG00000105173.14,+,88.8125
49919,chr21,36385391,CHAF1B,ENSG00000159259.8,+,88.875
37494,chr15,100602607,ASB7,ENSG00000183475.13,+,88.875
36608,chr14,103715451,XRCC3,ENSG00000126215.14,-,88.9375
51238,chr22,37149919,IL2RB,ENSG00000100385.15,-,88.9375
25731,chr10,22321098,BMI1,ENSG00000168283.14,+,89.0
33392,chr12,57742157,AGAP2,ENSG00000135439.12,-,89.0
40419,chr16,69330588,PDF,ENSG00000258429.2,-,89.0625
6629,chr2,216412509,SMARCAL1,ENSG00000138375.14,+,89.0625
24565,chr9,136849408,PHPT1,ENSG00000054148.18,+,89.0625
51811,chrX,48539713,TBC1D25,ENSG00000068354.16,+,89.0625
974,chr1,52142088,ZFYVE9,ENSG00000157077.16,+,89.0625
48205,chr19,52690496,ENSG00000269825,ENSG00000269825.3,-,89.0625
46037,chr19,42325608,MEGF8,ENSG00000105429.13,+,89.125
4130,chr1,149812373,H2BC18,ENSG00000203814.7,-,89.125
3174,chr1,23800754,GALE,ENSG00000117308.15,-,89.125
5296,chr2,26970657,MAPRE3,ENSG00000084764.12,+,89.125
45764,chr19,36054929,WDR62,ENSG00000075702.19,+,89.1875
17792,chr6,157381189,ZDHHC14,ENSG00000175048.17,+,89.25
30906,chr11,118225011,JAML,ENSG00000160593.20,-,89.3125
4490,chr1,160579516,CD84,ENSG00000066294.15,-,89.3125
43657,chr17,75393803,GRB2,ENSG00000177885.15,-,89.3125
48447,chr19,58519751,ZBTB45,ENSG00000119574.13,-,89.3125
39838,chr16,3443504,ZNF597,ENSG00000167981.7,-,89.3125
3249,chr1,27604144,AHDC1,ENSG00000126705.15,-,89.3125
45580,chr19,32405769,DPY19L3,ENSG00000178904.19,+,89.3125
10932,chr3,51983409,ABHD14B,ENSG00000114779.20,-,89.3125
40782,chr17,6444454,PIMREG,ENSG00000129195.16,+,89.375
48892,chr20,38926416,FAM83D,ENSG00000101447.15,+,89.375
38144,chr15,79897014,MTHFS,ENSG00000136371.11,-,89.375
43984,chr18,11981506,IMPA2,ENSG00000141401.12,+,89.375
47699,chr19,40348397,C19orf47,ENSG00000160392.14,-,89.4375
48888,chr20,38748459,ACTR5,ENSG00000101442.10,+,89.4375
22636,chr8,144509069,MFSD3,ENSG00000167700.9,+,89.4375
10032,chr3,143971822,DIPK2A,ENSG00000181744.9,+,89.5
23789,chr9,34989693,DNAJB5,ENSG00000137094.16,+,89.5
42657,chr17,17836987,SREBF1,ENSG00000072310.18,-,89.5625
18491,chr6,53061824,CILK1,ENSG00000112144.16,-,89.5625
15981,chr5,127030558,MARCHF3,ENSG00000173926.6,-,89.5625
6360,chr2,178480456,PLEKHA3,ENSG00000116095.11,+,89.5625
44847,chr19,1354958,PWWP3A,ENSG00000160953.17,+,89.5625
23444,chr8,124728473,MTSS1,ENSG00000170873.19,-,89.5625
5957,chr2,111120913,BCL2L11,ENSG00000153094.25,+,89.625
39335,chr16,67666813,C16orf86,ENSG00000159761.15,+,89.625
684,chr1,35079390,ZMYM1,ENSG00000197056.11,+,89.6875
6728,chr2,219543662,TMEM198,ENSG00000188760.11,+,89.6875
16990,chr6,32154094,PPT2,ENSG00000221988.13,+,89.6875
38532,chr16,2911930,FLYWCH1,ENSG00000059122.17,+,89.6875
26596,chr10,125896563,FANK1,ENSG00000203780.12,+,89.6875
47239,chr19,14006320,RFX1,ENSG00000132005.9,-,89.6875
34852,chr14,20684586,ENSG00000259171,ENSG00000259171.1,+,89.6875
6699,chr2,219229786,ANKZF1,ENSG00000163516.14,+,89.75
11010,chr3,56801949,ARHGEF3,ENSG00000163947.12,-,89.75
20653,chr7,25180354,C7orf31,ENSG00000153790.12,-,89.75
26189,chr10,88880244,STAMBPL1,ENSG00000138134.12,+,89.75
16633,chr6,13574579,SIRT5,ENSG00000124523.17,+,89.75
33099,chr12,49060794,KMT2D,ENSG00000167548.18,-,89.8125
19709,chr7,77537294,PTPN12,ENSG00000127947.16,+,89.8125
35599,chr14,92513803,RIN3,ENSG00000100599.16,+,89.875
45513,chr19,20167227,ZNF486,ENSG00000256229.8,+,89.9375
21282,chr7,105876582,ATXN7L1,ENSG00000146776.15,-,89.9375
38373,chr16,721145,ANTKMT,ENSG00000103254.10,+,89.9375
5906,chr2,105744911,NCK2,ENSG00000071051.14,+,90.0
25931,chr10,61901698,ARID5B,ENSG00000150347.17,+,90.0625
32111,chr12,93677374,CRADD,ENSG00000169372.13,+,90.0625
25496,chr9,133479096,SLC2A6,ENSG00000160326.14,-,90.0625
6737,chr2,222671657,MOGAT1,ENSG00000124003.13,+,90.0625
5014,chr1,230868521,C1orf198,ENSG00000119280.17,-,90.125
25238,chr9,113376986,HDHD3,ENSG00000119431.10,-,90.125
18393,chr6,42890821,C6orf226,ENSG00000221821.4,-,90.125
16738,chr6,26440487,BTN3A3,ENSG00000111801.16,+,90.125
26211,chr10,89302045,IFIT2,ENSG00000119922.11,+,90.1875
38539,chr16,2969347,PAQR4,ENSG00000162073.14,+,90.3125
48889,chr20,38805696,PPP1R16B,ENSG00000101445.10,+,90.3125
43384,chr17,58219255,MKS1,ENSG00000011143.19,-,90.375
32961,chr12,31591012,DENND5B,ENSG00000170456.16,-,90.375
48177,chr19,51986840,ZNF350,ENSG00000256683.7,-,90.375
10334,chr3,187368384,RTP4,ENSG00000136514.3,+,90.375
47347,chr19,17334829,ANO8,ENSG00000074855.11,-,90.4375
19223,chr7,5592815,FSCN1,ENSG00000075618.18,+,90.5
5003,chr1,229558707,ABCB10,ENSG00000135776.5,-,90.5
27876,chr11,12674420,TEAD1,ENSG00000187079.20,+,90.5
36800,chr15,40764126,GCHFR,ENSG00000137880.6,+,90.5625
51897,chrX,49922614,CLCN5,ENSG00000171365.17,+,90.625
48430,chr19,58098210,ZSCAN18,ENSG00000121413.13,-,90.625
11246,chr3,115147292,ZBTB20,ENSG00000181722.18,-,90.625
5375,chr2,30231536,LBH,ENSG00000213626.13,+,90.625
7573,chr2,74421662,ENSG00000159239,ENSG00000159239.13,-,90.6875
52327,chrX,119399335,SLC25A43,ENSG00000077713.19,+,90.75
28137,chr11,47270117,MADD,ENSG00000110514.20,+,90.75
36636,chr14,105065430,GPR132,ENSG00000183484.12,-,90.75
2087,chr1,167220885,POU2F1,ENSG00000143190.23,+,90.8125
6621,chr2,216081865,TMEM169,ENSG00000163449.11,+,90.8125
46450,chr19,52527667,ZNF808,ENSG00000198482.14,+,90.875
45231,chr19,11925110,ENSG00000267179,ENSG00000267179.1,+,90.875
23395,chr8,115668903,TRPS1,ENSG00000104447.13,-,90.875
2346,chr1,200738892,CAMSAP2,ENSG00000118200.15,+,90.9375
6541,chr2,203014874,NBEAL1,ENSG00000144426.19,+,90.9375
24722,chr9,21031640,HACD4,ENSG00000188921.14,-,90.9375
50913,chr22,49960771,PIM3,ENSG00000198355.5,+,91.0
16960,chr6,31827737,HSPA1B,ENSG00000204388.7,+,91.0
37647,chr15,41402519,NDUFAF1,ENSG00000137806.10,-,91.0
39362,chr16,68245303,PLA2G15,ENSG00000103066.13,+,91.0
36528,chr14,94390650,SERPINA1,ENSG00000197249.14,-,91.0625
13070,chr4,973569,DGKQ,ENSG00000145214.14,-,91.0625
53202,chrX,72572816,HDAC8,ENSG00000147099.21,-,91.0625
40736,chr17,4739832,ZMYND15,ENSG00000141497.14,+,91.0625
22271,chr8,85107237,LRRCC1,ENSG00000133739.16,+,91.0625
17050,chr6,34889264,ANKS1A,ENSG00000064999.16,+,91.125
17441,chr6,99521048,TSTD3,ENSG00000279170.3,+,91.125
40491,chr16,74700790,MLKL,ENSG00000168404.13,-,91.125
30295,chr11,65558359,LTBP3,ENSG00000168056.18,-,91.1875
13699,chr4,103076761,SLC9B2,ENSG00000164038.16,-,91.1875
19807,chr7,94509808,CASD1,ENSG00000127995.17,+,91.25
27664,chr11,1853083,LSP1,ENSG00000130592.17,+,91.25
17692,chr6,143060900,AIG1,ENSG00000146416.19,+,91.3125
43301,chr17,49210574,GNGT2,ENSG00000167083.7,-,91.375
46122,chr19,44846296,NECTIN2,ENSG00000130202.10,+,91.375
23258,chr8,95269201,CFAP418,ENSG00000156172.6,-,91.4375
45599,chr19,33081180,GPATCH1,ENSG00000076650.7,+,91.5
45337,chr19,16143684,HSH2D,ENSG00000196684.12,+,91.5
26366,chr10,101032413,SFXN3,ENSG00000107819.15,+,91.5
1406,chr1,109668021,GSTM2,ENSG00000213366.13,+,91.5625
47830,chr19,43670166,PLAUR,ENSG00000011422.12,-,91.5625
52305,chrX,115561173,PLS3,ENSG00000102024.19,+,91.5625
42774,chr17,29180380,MYO18A,ENSG00000196535.20,-,91.5625
14220,chr5,35856890,IL7R,ENSG00000168685.15,+,91.625
42680,chr17,19004764,FAM83G,ENSG00000188522.16,-,91.625
25566,chr9,137200741,TPRN,ENSG00000176058.13,-,91.625
51791,chrX,47836901,ZNF81,ENSG00000197779.15,+,91.625
19385,chr7,30028360,PLEKHA8,ENSG00000106086.21,+,91.625
35529,chr14,77800108,ADCK1,ENSG00000063761.16,+,91.625
37786,chr15,51622833,DMXL2,ENSG00000104093.14,-,91.625
16722,chr6,26240392,H4C6,ENSG00000274618.2,+,91.625
24325,chr9,128276221,SWI5,ENSG00000175854.15,+,91.625
24182,chr9,116687329,TRIM32,ENSG00000119401.11,+,91.6875
18056,chr6,27473118,ZNF184,ENSG00000096654.16,-,91.6875
30139,chr11,61891545,FADS3,ENSG00000221968.9,-,91.75
17923,chr6,5260737,LYRM4,ENSG00000214113.11,-,91.75
53618,chrX,153470576,HAUS7,ENSG00000213397.12,-,91.75
35201,chr14,55129259,LGALS3,ENSG00000131981.16,+,91.75
23041,chr8,56211300,PLAG1,ENSG00000181690.8,-,91.75
38011,chr15,72118150,MYO9A,ENSG00000066933.17,-,91.875
27247,chr10,96720514,PIK3AP1,ENSG00000155629.15,-,91.875
36116,chr14,39432433,FBXO33,ENSG00000165355.8,-,91.875
10618,chr3,36945054,TRANK1,ENSG00000168016.15,-,91.875
8523,chr2,223837602,AP1S3,ENSG00000152056.18,-,91.875
21671,chr8,1763887,KBTBD11-OT1,ENSG00000283239.1,+,91.9375
41385,chr17,42536240,NAGLU,ENSG00000108784.10,+,91.9375
24873,chr9,35115850,ATOSB,ENSG00000005238.20,-,91.9375
53183,chrX,71618511,CXCR3,ENSG00000186810.8,-,92.0625
18768,chr6,109455742,MICAL1,ENSG00000135596.18,-,92.0625
52781,chrX,15493333,PIR,ENSG00000087842.11,-,92.125
28225,chr11,57657750,CLP1,ENSG00000172409.7,+,92.1875
21574,chr7,150632385,GIMAP6,ENSG00000133561.15,-,92.1875
40468,chr16,71723882,PHLPP2,ENSG00000040199.18,-,92.1875
43440,chr17,61863500,BRIP1,ENSG00000136492.10,-,92.1875
33227,chr12,53727439,CALCOCO1,ENSG00000012822.16,-,92.25
30762,chr11,105045335,CARD16,ENSG00000204397.10,-,92.25
46821,chr19,1848483,REXO1,ENSG00000079313.15,-,92.25
45504,chr19,19668850,ZNF101,ENSG00000181896.12,+,92.25
13319,chr4,52038299,SGCB,ENSG00000163069.13,-,92.3125
1764,chr1,154325524,ATP8B2,ENSG00000143515.20,+,92.3125
19281,chr7,16753754,TSPAN13,ENSG00000106537.8,+,92.375
31330,chr12,13196725,EMP1,ENSG00000134531.10,+,92.375
41470,chr17,44708664,DBF4B,ENSG00000161692.18,+,92.375
33812,chr12,119877288,CIT,ENSG00000122966.18,-,92.375
34659,chr13,52159535,NEK3,ENSG00000136098.18,-,92.375
5264,chr2,24491253,NCOA1,ENSG00000084676.16,+,92.375
8111,chr2,174487029,GPR155,ENSG00000163328.14,-,92.5
48202,chr19,52638349,ZNF83,ENSG00000167766.21,-,92.5
16777,chr6,28267152,ZSCAN26,ENSG00000197062.12,+,92.5
15648,chr5,55534964,PLPP1,ENSG00000067113.17,-,92.5
4109,chr1,147172470,PRKAB2,ENSG00000131791.8,-,92.5625
46892,chr19,3869032,ZFR2,ENSG00000105278.12,-,92.5625
12,chr1,1232236,B3GALT6,ENSG00000176022.7,+,92.5625
5661,chr2,72887407,SPR,ENSG00000116096.6,+,92.625
45175,chr19,10701438,QTRT1,ENSG00000213339.9,+,92.625
12016,chr4,1871392,NSD2,ENSG00000109685.19,+,92.625
3711,chr1,67833467,GNG12,ENSG00000172380.6,-,92.625
19340,chr7,26152197,NFE2L3,ENSG00000050344.9,+,92.6875
18681,chr6,90296843,BACH2,ENSG00000112182.16,-,92.6875
1675,chr1,151282298,ZNF687,ENSG00000143373.18,+,92.6875
33671,chr12,106987126,MTERF2,ENSG00000120832.10,-,92.6875
6914,chr2,235494042,AGAP1,ENSG00000157985.20,+,92.75
30266,chr11,64917209,ATG2A,ENSG00000110046.14,-,92.75
42615,chr17,15563561,TVP23C-CDRT4,ENSG00000259024.7,-,92.75
16397,chr5,172283764,UBTD2,ENSG00000168246.6,-,92.75
47886,chr19,45639397,EML2,ENSG00000125746.18,-,92.8125
45596,chr19,32972256,FAAP24,ENSG00000131944.11,+,92.8125
52824,chrX,19991061,BCLAF3,ENSG00000173681.17,-,92.8125
21901,chr8,27325551,PTK2B,ENSG00000120899.18,+,92.8125
43055,chr17,42112714,DHX58,ENSG00000108771.13,-,92.875
40387,chr16,67806560,RANBP10,ENSG00000141084.12,-,92.875
41087,chr17,27456447,KSR1,ENSG00000141068.16,+,92.875
40789,chr17,6756045,XAF1,ENSG00000132530.17,+,92.875
8334,chr2,201780956,ALS2,ENSG00000003393.16,-,92.9375
42618,chr17,15563536,TVP23C,ENSG00000175106.17,-,92.9375
2692,chr1,231338292,SPRTN,ENSG00000010072.16,+,92.9375
16716,chr6,26183760,H2BC6,ENSG00000274290.3,+,92.9375
32286,chr12,109900273,TCHP,ENSG00000139437.18,+,93.0
22260,chr8,80486212,ZBTB10,ENSG00000205189.13,+,93.0
45407,chr19,17751476,FCHO1,ENSG00000130475.16,+,93.0
38883,chr16,27550143,KATNIP,ENSG00000047578.14,+,93.0625
10369,chr3,194136147,HES1,ENSG00000114315.4,+,93.0625
51762,chrX,46447293,KRBOX4,ENSG00000147121.16,+,93.0625
5587,chr2,64989398,SLC1A4,ENSG00000115902.11,+,93.0625
37054,chr15,62390549,TLN2,ENSG00000171914.17,+,93.0625
32563,chr12,133037508,ZNF84,ENSG00000198040.11,+,93.125
4219,chr1,151790522,TDRKH,ENSG00000182134.17,-,93.125
51619,chrX,17737492,SCML1,ENSG00000047634.15,+,93.125
50181,chr21,32279049,MIS18A,ENSG00000159055.4,-,93.125
39502,chr16,77722544,NUDT7,ENSG00000140876.11,+,93.1875
2923,chr1,2526596,PANK4,ENSG00000157881.16,-,93.1875
35973,chr14,23286070,HOMEZ,ENSG00000290292.10,-,93.1875
32319,chr12,111842236,ENSG00000292259,ENSG00000292259.1,+,93.25
51408,chr22,46250293,CDPF1,ENSG00000205643.11,-,93.25
44810,chr19,1040106,ABCA7,ENSG00000064687.13,+,93.25
40553,chr16,81096395,GCSH,ENSG00000140905.11,-,93.3125
30917,chr11,118342631,CD3D,ENSG00000167286.11,-,93.375
4004,chr1,113904828,AP4B1,ENSG00000134262.13,-,93.375
35424,chr14,73645026,DNAL1,ENSG00000119661.15,+,93.375
6963,chr2,240586733,CAPN10,ENSG00000142330.20,+,93.4375
9683,chr3,112333177,CD200,ENSG00000091972.18,+,93.4375
26842,chr10,30349278,MTPAP,ENSG00000107951.15,-,93.5
8317,chr2,201642670,TMEM237,ENSG00000155755.20,-,93.5
45218,chr19,11597482,ZNF627,ENSG00000198551.10,+,93.5
48193,chr19,52139922,ZNF616,ENSG00000204611.7,-,93.5625
6040,chr2,120252851,RALB,ENSG00000144118.14,+,93.5625
14636,chr5,96876499,ERAP2,ENSG00000164308.17,+,93.625
48952,chr20,44910059,PABPC1L,ENSG00000101104.13,+,93.625
17688,chr6,142302006,ADGRG6,ENSG00000112414.15,+,93.625
16700,chr6,26021648,H4C1,ENSG00000278637.2,+,93.625
9619,chr3,101779211,NXPE3,ENSG00000144815.18,+,93.6875
11359,chr3,125595497,OSBPL11,ENSG00000144909.8,-,93.6875
25832,chr10,38094367,PLD5P1,ENSG00000283930.1,+,93.75
47292,chr19,15125722,ILVBL,ENSG00000105135.16,-,93.8125
14294,chr5,50666978,PARP8,ENSG00000151883.19,+,93.8125
28522,chr11,64924688,PPP2R5B,ENSG00000068971.14,+,93.875
25561,chr9,137114733,DPP7,ENSG00000176978.15,-,93.9375
42317,chr17,3636250,SHPK,ENSG00000197417.9,-,93.9375
53005,chrX,49074002,PRAF2,ENSG00000243279.4,-,94.0625
17705,chr6,144150516,STX11,ENSG00000135604.11,+,94.125
28631,chr11,66510641,BBS1,ENSG00000174483.20,+,94.125
23630,chr9,273045,DOCK8,ENSG00000107099.18,+,94.125
15415,chr5,179732821,MAML1,ENSG00000161021.13,+,94.125
6175,chr2,156436378,GPD2,ENSG00000115159.17,+,94.1875
9809,chr3,126983114,PLXNA1,ENSG00000114554.12,+,94.1875
19188,chr7,2403587,CHST12,ENSG00000136213.10,+,94.1875
36362,chr14,73760303,MIDEAS,ENSG00000156030.14,-,94.1875
26707,chr10,5977611,IL15RA,ENSG00000134470.21,-,94.1875
45023,chr19,6739761,TRIP10,ENSG00000125733.18,+,94.1875
14766,chr5,128083765,SLC12A2,ENSG00000064651.14,+,94.25
46702,chr19,57682044,ENSG00000269026,ENSG00000269026.2,+,94.25
20977,chr7,80919051,SEMA3C,ENSG00000075223.14,-,94.375
25395,chr9,128724123,ZDHHC12,ENSG00000160446.19,-,94.375
28081,chr11,44565662,CD82,ENSG00000085117.12,+,94.375
34850,chr14,20684582,RNASE4,ENSG00000258818.4,+,94.375
28896,chr11,77821108,AAMDC,ENSG00000087884.16,+,94.4375
819,chr1,42846625,ZNF691,ENSG00000164011.18,+,94.5
48689,chr20,23362181,GZF1,ENSG00000125812.16,+,94.5
42316,chr17,3636249,ENSG00000262304,ENSG00000262304.2,-,94.5
8500,chr2,219543809,CHPF,ENSG00000123989.15,-,94.5
45036,chr19,7069704,ZNF557,ENSG00000130544.12,+,94.5
15668,chr5,58460086,PLK2,ENSG00000145632.15,-,94.5625
49187,chr20,62952706,SLC17A9,ENSG00000101194.18,+,94.5625
51417,chr22,49918438,ALG12,ENSG00000182858.14,-,94.5625
35549,chr14,88005134,GPR65,ENSG00000140030.6,+,94.625
18218,chr6,33200614,RXRB,ENSG00000204231.11,-,94.625
8695,chr2,241508584,STK25,ENSG00000115694.15,-,94.625
26847,chr10,31031937,ZNF438,ENSG00000183621.15,-,94.6875
50909,chr22,49853843,ZBED4,ENSG00000100426.7,+,94.6875
42904,chr17,38799556,PIP4K2B,ENSG00000276293.5,-,94.6875
28328,chr11,60455846,MS4A1,ENSG00000156738.18,+,94.6875
26213,chr10,89327940,IFIT3,ENSG00000119917.15,+,94.6875
18972,chr6,138987881,REPS1,ENSG00000135597.19,-,94.6875
3774,chr1,84997113,MCOLN2,ENSG00000153898.13,-,94.6875
6531,chr2,202376326,BMPR2,ENSG00000204217.16,+,94.75
48176,chr19,51905011,ZNF649,ENSG00000198093.11,-,94.75
9345,chr3,50569492,HEMK1,ENSG00000114735.10,+,94.75
3771,chr1,84690444,SSX2IP,ENSG00000117155.17,-,94.75
38252,chr15,90102477,IDH2,ENSG00000182054.10,-,94.75
41738,chr17,59331654,YPEL2,ENSG00000175155.11,+,94.8125
25275,chr9,120714470,MEGF9,ENSG00000106780.9,-,94.8125
47826,chr19,43596134,IRGQ,ENSG00000167378.10,-,94.8125
31921,chr12,57755102,MARCHF9,ENSG00000139266.6,+,94.8125
52010,chrX,70290103,KIF4A,ENSG00000090889.12,+,94.8125
32439,chr12,121712751,TMEM120B,ENSG00000188735.13,+,94.875
44077,chr18,26226485,TAF4B,ENSG00000141384.13,+,94.875
39600,chr16,88453279,ZFPM1,ENSG00000179588.9,+,94.9375
50794,chr22,40044816,TNRC6B,ENSG00000100354.21,+,94.9375
32682,chr12,6873285,SPSB2,ENSG00000111671.10,-,95.0
28039,chr11,35943980,LDLRAD3,ENSG00000179241.13,+,95.0625
7560,chr2,74147912,BOLA3,ENSG00000163170.12,-,95.0625
22477,chr8,125430357,TRIB1,ENSG00000173334.4,+,95.0625
48861,chr20,37346108,SRC,ENSG00000197122.13,+,95.0625
4771,chr1,202160602,PTPN7,ENSG00000143851.16,-,95.125
17204,chr6,43770212,VEGFA,ENSG00000112715.26,+,95.125
2238,chr1,181033930,MR1,ENSG00000153029.16,+,95.1875
46700,chr19,57681976,ZNF551,ENSG00000204519.11,+,95.1875
13927,chr4,151015267,LRBA,ENSG00000198589.15,-,95.1875
33497,chr12,77065569,E2F7,ENSG00000165891.16,-,95.1875
46679,chr19,57499914,ZNF773,ENSG00000152439.13,+,95.25
6534,chr2,202634968,FAM117B,ENSG00000138439.12,+,95.25
49046,chr20,50795030,BCAS4,ENSG00000124243.19,+,95.3125
25759,chr10,26438340,APBB1IP,ENSG00000077420.16,+,95.3125
31541,chr12,45729705,ARID2,ENSG00000189079.18,+,95.3125
30971,chr11,123741671,ZNF202,ENSG00000166261.11,-,95.3125
38934,chr16,29663278,QPRT,ENSG00000103485.19,+,95.375
23081,chr8,66613294,MYBL1,ENSG00000185697.17,-,95.375
24017,chr9,93096216,CARD19,ENSG00000165233.18,+,95.375
18209,chr6,32941028,HLA-DMB,ENSG00000242574.9,-,95.375
22081,chr8,43140463,HGSNAT,ENSG00000165102.15,+,95.375
47835,chr19,43780973,KCNN4,ENSG00000104783.15,-,95.4375
16729,chr6,26383095,BTN2A2,ENSG00000124508.17,+,95.4375
50192,chr21,32727921,SYNJ1,ENSG00000159082.18,-,95.4375
11360,chr3,126084124,SLC41A3,ENSG00000114544.17,-,95.5
53663,chrX,154409254,DNASE1L1,ENSG00000013563.14,-,95.5625
4143,chr1,150010726,OTUD7B,ENSG00000264522.6,-,95.5625
38828,chr16,22008110,MOSMO,ENSG00000185716.12,+,95.5625
7945,chr2,151261863,RBM43,ENSG00000184898.7,-,95.625
28611,chr11,66257702,KLC2,ENSG00000174996.12,+,95.6875
39522,chr16,81314961,GAN,ENSG00000261609.8,+,95.6875
9251,chr3,46979665,NBEAL2,ENSG00000160796.18,+,95.6875
38761,chr16,19067613,COQ7,ENSG00000167186.11,+,95.75
755,chr1,40508746,EXO5,ENSG00000164002.12,+,95.75
32560,chr12,132986366,ZNF26,ENSG00000198393.8,+,95.8125
50881,chr22,45309933,FAM118A,ENSG00000100376.12,+,95.8125
35090,chr14,35826337,BRMS1L,ENSG00000100916.14,+,95.8125
22837,chr8,23225102,TNFRSF10A,ENSG00000104689.10,-,95.8125
36789,chr15,40569298,RPUSD2,ENSG00000166133.18,+,95.8125
6857,chr2,232633603,EFHD1,ENSG00000115468.13,+,95.8125
19752,chr7,87345663,CROT,ENSG00000005469.12,+,95.8125
44350,chr18,79400391,NFATC1,ENSG00000131196.18,+,95.875
18018,chr6,24935948,RIPOR2,ENSG00000111913.20,-,95.875
1390,chr1,109494099,CYB561D1,ENSG00000174151.15,+,95.875
41962,chr17,75516527,TSEN54,ENSG00000182173.14,+,95.875
6291,chr2,171999952,METAP1D,ENSG00000172878.14,+,95.875
9352,chr3,51391284,RBM15B,ENSG00000259956.2,+,95.9375
23913,chr9,76459151,GCNT1,ENSG00000187210.14,+,95.9375
37581,chr15,34367196,LPCAT4,ENSG00000176454.15,-,95.9375
3364,chr1,35031741,ENSG00000271741,ENSG00000271741.1,-,95.9375
29833,chr11,27363234,CCDC34,ENSG00000109881.17,-,96.0
20923,chr7,73738823,ABHD11,ENSG00000106077.19,-,96.0
4265,chr1,153545806,S100A4,ENSG00000196154.12,-,96.0
29435,chr11,615970,IRF7,ENSG00000185507.21,-,96.0
26235,chr10,91410284,HECTD2,ENSG00000165338.17,+,96.0
52425,chrX,135520659,INTS6L,ENSG00000165359.16,+,96.0
27211,chr10,93482317,MYOF,ENSG00000138119.17,-,96.0625
23095,chr8,70403808,NCOA2,ENSG00000140396.13,-,96.0625
8020,chr2,159798208,CD302,ENSG00000241399.7,-,96.0625
17000,chr6,32637405,HLA-DQA1,ENSG00000196735.13,+,96.0625
4450,chr1,159076766,AIM2,ENSG00000163568.16,-,96.0625
9373,chr3,51975102,ABHD14A,ENSG00000248487.10,+,96.0625
