,Chromosome,Start,gene_name,gene_id,Strand,K562
53610,chrX,152830757,CETN2,ENSG00000147400.10,-,36.141300201416016
16908,chr6,31498085,MICB,ENSG00000204516.10,+,36.1427001953125
35987,chr14,24114949,NRL,ENSG00000129535.13,-,36.15996170043945
48217,chr19,52821633,ZNF28,ENSG00000198538.11,-,36.18775177001953
47345,chr19,17303425,ABHD8,ENSG00000127220.6,-,36.19667053222656
13423,chr4,75941013,NAAA,ENSG00000138744.16,-,36.19943618774414
8310,chr2,201451500,TRAK2,ENSG00000115993.13,-,36.255374908447266
50816,chr22,41381941,TEF,ENSG00000167074.15,+,36.2637825012207
35510,chr14,77098310,ENSG00000259164,ENSG00000259164.1,+,36.26435852050781
14643,chr5,100535373,FAM174A,ENSG00000174132.9,+,36.29609298706055
30293,chr11,65558359,LTBP3,ENSG00000168056.18,-,36.31890869140625
50562,chr22,29205911,EMID1,ENSG00000186998.16,+,36.32505798339844
9345,chr3,50569492,HEMK1,ENSG00000114735.10,+,36.32984161376953
52423,chrX,135421943,SMIM10L2A,ENSG00000178947.9,+,36.33068084716797
39567,chr16,85027793,KIAA0513,ENSG00000135709.14,+,36.36128616333008
34800,chr13,113364130,GRTP1,ENSG00000139835.14,-,36.43211364746094
39032,chr16,30923571,FBXL19,ENSG00000099364.18,+,36.487125396728516
27053,chr10,70146656,TYSND1,ENSG00000156521.14,-,36.488006591796875
26955,chr10,49115522,VSTM4,ENSG00000165633.13,-,36.50871276855469
2839,chr1,1000097,HES4,ENSG00000188290.11,-,36.51056671142578
1299,chr1,99646112,PALMD,ENSG00000099260.12,+,36.523651123046875
45026,chr19,6772727,VAV1,ENSG00000141968.8,+,36.563655853271484
4476,chr1,160098619,IGSF8,ENSG00000162729.14,-,36.583473205566406
21121,chr7,98252232,TECPR1,ENSG00000205356.10,-,36.59221267700195
4281,chr1,153922972,GATAD2B,ENSG00000143614.11,-,36.601409912109375
52316,chrX,118495897,DOCK11,ENSG00000147251.16,+,36.602813720703125
30943,chr11,119317130,MCAM,ENSG00000076706.17,-,36.61448669433594
33909,chr12,123972831,CCDC92,ENSG00000119242.9,-,36.64739227294922
27605,chr11,560955,RASSF7,ENSG00000099849.15,+,36.64802169799805
18070,chr6,28252269,ZKSCAN4,ENSG00000187626.9,-,36.64979934692383
26376,chr10,102065348,HPS6,ENSG00000166189.8,+,36.698089599609375
17547,chr6,117482656,DCBLD1,ENSG00000164465.19,+,36.700172424316406
27257,chr10,97334729,FRAT2,ENSG00000181274.7,-,36.72270202636719
9096,chr3,40477112,ZNF619,ENSG00000177873.14,+,36.728599548339844
47587,chr19,37172741,ZNF585A,ENSG00000196967.11,-,36.74896240234375
36361,chr14,73714384,PNMA1,ENSG00000176903.5,-,36.79384231567383
4285,chr1,153958576,CRTC2,ENSG00000160741.17,-,36.81180953979492
50993,chr22,19431696,HIRA,ENSG00000100084.14,-,36.81655502319336
46285,chr19,49114323,LIN7B,ENSG00000104863.12,+,36.825401306152344
24017,chr9,93096216,CARD19,ENSG00000165233.18,+,36.83660125732422
48366,chr19,56228290,ZSCAN5A,ENSG00000131848.10,-,36.870635986328125
32927,chr12,26833194,ITPR2,ENSG00000123104.12,-,36.901302337646484
34473,chr13,30307551,KATNAL1,ENSG00000102781.14,-,36.90144348144531
49962,chr21,39445864,SH3BGR,ENSG00000185437.16,+,36.901573181152344
27863,chr11,10456185,AMPD3,ENSG00000133805.16,+,36.911991119384766
32384,chr12,116910949,FBXW8,ENSG00000174989.13,+,36.915042877197266
27069,chr10,70888565,PCBD1,ENSG00000166228.9,-,36.94232940673828
3816,chr1,91022272,ZNF644,ENSG00000122482.22,-,36.95124816894531
17156,chr6,42879615,RPL7L1,ENSG00000146223.16,+,36.97786331176758
416,chr1,23019467,KDM1A,ENSG00000004487.18,+,36.98054504394531
6240,chr2,169479493,BBS5,ENSG00000163093.12,+,36.982147216796875
49039,chr20,49982979,SNAI1,ENSG00000124216.4,+,36.99458312988281
37189,chr15,72118402,SENP8,ENSG00000166192.15,+,37.011837005615234
29423,chr11,442011,ANO9,ENSG00000185101.13,-,37.02006530761719
25556,chr9,137046177,NPDC1,ENSG00000107281.10,-,37.022525787353516
53597,chrX,151974676,GABRE,ENSG00000102287.19,-,37.047943115234375
5180,chr2,9206764,ASAP2,ENSG00000151693.11,+,37.05620574951172
21666,chr8,1763776,CLN8,ENSG00000182372.10,+,37.07684326171875
15888,chr5,96807945,ERAP1,ENSG00000164307.13,-,37.0881462097168
47665,chr19,39342372,GMFG,ENSG00000130755.13,-,37.09809494018555
17119,chr6,41072973,NFYA,ENSG00000001167.15,+,37.12382888793945
12340,chr4,54657941,KIT,ENSG00000157404.17,+,37.14103698730469
18755,chr6,107958208,SEC63,ENSG00000025796.14,-,37.14141082763672
15531,chr5,34008084,ENSG00000289791,ENSG00000289791.1,-,37.15153121948242
26781,chr10,17454595,ST8SIA6,ENSG00000148488.17,-,37.16029739379883
30925,chr11,118790948,DDX6,ENSG00000110367.14,-,37.16045379638672
15796,chr5,79991262,MTX3,ENSG00000177034.18,-,37.178836822509766
35363,chr14,70907458,PCNX1,ENSG00000100731.16,+,37.18171310424805
51893,chrX,49829259,PAGE4,ENSG00000101951.17,+,37.183738708496094
17681,chr6,139135079,HECA,ENSG00000112406.5,+,37.1888542175293
53643,chrX,153926244,ARHGAP4,ENSG00000089820.17,-,37.20178985595703
28862,chr11,75768777,DGAT2,ENSG00000062282.15,+,37.20496368408203
31847,chr12,56152586,MYL6B,ENSG00000196465.11,+,37.214134216308594
40805,chr17,7036014,SLC16A13,ENSG00000174327.7,+,37.22132110595703
3818,chr1,91886151,TGFBR3,ENSG00000069702.11,-,37.224361419677734
46610,chr19,55648232,CCDC106,ENSG00000173581.8,+,37.24338150024414
33821,chr12,120265771,PXN,ENSG00000089159.17,-,37.24798583984375
47997,chr19,48634526,DBP,ENSG00000105516.11,-,37.28460693359375
53071,chrX,54044473,PHF8,ENSG00000172943.21,-,37.28581237792969
33668,chr12,106248020,CKAP4,ENSG00000136026.14,-,37.28968048095703
53488,chrX,132218124,RAP2C,ENSG00000123728.10,-,37.318389892578125
46103,chr19,44259885,ZNF233,ENSG00000159915.13,+,37.34028244018555
26341,chr10,99659508,ENTPD7,ENSG00000198018.7,+,37.3463249206543
7546,chr2,73284431,FBXO41,ENSG00000163013.12,-,37.34990692138672
25401,chr9,128881929,KYAT1,ENSG00000171097.14,-,37.396942138671875
23967,chr9,85941145,NAA35,ENSG00000135040.16,+,37.44332504272461
24568,chr9,136886515,TRAF2,ENSG00000127191.18,+,37.459861755371094
31633,chr12,50924968,ENSG00000289695,ENSG00000289695.1,+,37.46724319458008
50555,chr22,28883571,ZNRF3,ENSG00000183579.16,+,37.474063873291016
12970,chr4,165207560,KLHL2,ENSG00000109466.14,+,37.47947311401367
37425,chr15,90234199,ENSG00000284626,ENSG00000284626.1,+,37.493194580078125
29360,chr11,126283130,TIRAP,ENSG00000150455.15,+,37.49468994140625
18393,chr6,42890821,C6orf226,ENSG00000221821.4,-,37.56034851074219
42317,chr17,3636250,SHPK,ENSG00000197417.9,-,37.56196594238281
47885,chr19,45639403,EML2,ENSG00000125746.18,-,37.59109878540039
52120,chrX,80335503,TENT5D,ENSG00000174016.11,+,37.59773254394531
34807,chr13,113490691,DCUN1D2,ENSG00000150401.15,-,37.60404586791992
44615,chr18,51197681,MEX3C,ENSG00000176624.12,-,37.611289978027344
18548,chr6,73263196,KHDC1,ENSG00000135314.14,-,37.62282180786133
18546,chr6,73263196,ENSG00000243501,ENSG00000243501.5,-,37.62282180786133
51600,chrX,15738269,CA5B,ENSG00000169239.14,+,37.6409797668457
29242,chr11,119206297,CBL,ENSG00000110395.8,+,37.65438461303711
7489,chr2,68319400,CNRIP1,ENSG00000119865.9,-,37.66187286376953
40305,chr16,58000672,ZNF319,ENSG00000166188.3,-,37.67258834838867
11942,chr3,197298011,DLG1,ENSG00000075711.21,-,37.72840118408203
21498,chr7,140398457,SLC37A3,ENSG00000157800.18,-,37.744384765625
20953,chr7,76358991,YWHAG,ENSG00000170027.7,-,37.760215759277344
47090,chr19,10316015,FDX2,ENSG00000267673.7,-,37.783607482910156
9311,chr3,49689537,RNF123,ENSG00000164068.16,+,37.791542053222656
14610,chr5,95646776,RFESD,ENSG00000175449.15,+,37.802608489990234
51107,chr22,28800597,XBP1,ENSG00000100219.17,-,37.837501525878906
7,chr1,1013496,ISG15,ENSG00000187608.10,+,37.83927536010742
38119,chr15,78077724,TBC1D2B,ENSG00000167202.12,-,37.85142135620117
22570,chr8,143684480,ZNF707,ENSG00000181135.16,+,37.860374450683594
41284,chr17,39668462,PNMT,ENSG00000141744.4,+,37.884281158447266
32054,chr12,76764114,ZDHHC17,ENSG00000186908.15,+,37.88548278808594
4865,chr1,207032756,C1orf116,ENSG00000182795.13,-,37.91559600830078
49658,chr20,48827999,PREX1,ENSG00000124126.14,-,37.94415283203125
19387,chr7,30028411,PLEKHA8,ENSG00000106086.21,+,37.96625900268555
29198,chr11,118531087,TMEM25,ENSG00000149582.16,+,37.99126052856445
17978,chr6,15662975,DTNBP1,ENSG00000047579.20,-,38.01022720336914
16698,chr6,25962801,TRIM38,ENSG00000112343.11,+,38.0169677734375
27901,chr11,17351799,NCR3LG1,ENSG00000188211.9,+,38.0262565612793
41993,chr17,76384649,SPHK1,ENSG00000176170.14,+,38.030155181884766
21278,chr7,105600875,EFCAB10,ENSG00000185055.11,-,38.050621032714844
44910,chr19,2900927,ZNF57,ENSG00000171970.14,+,38.05411148071289
6616,chr2,213284480,SPAG16,ENSG00000144451.20,+,38.054443359375
37441,chr15,90868587,FURIN,ENSG00000140564.13,+,38.07466506958008
12674,chr4,112297342,ALPK1,ENSG00000073331.18,+,38.09003448486328
29209,chr11,118607642,PHLDB1,ENSG00000019144.20,+,38.103023529052734
5616,chr2,68774939,ARHGAP25,ENSG00000163219.12,+,38.1297607421875
27051,chr10,70132934,AIFM2,ENSG00000042286.15,-,38.14480972290039
16365,chr5,160119450,PWWP2A,ENSG00000170234.13,-,38.188934326171875
7703,chr2,95165668,ZNF514,ENSG00000144026.14,-,38.19867706298828
32592,chr12,643665,NINJ2,ENSG00000171840.13,-,38.258758544921875
41430,chr17,43211874,TMEM106A,ENSG00000184988.8,+,38.270469665527344
199,chr1,11664199,FBXO6,ENSG00000116663.11,+,38.28608322143555
26063,chr10,74826561,KAT6B,ENSG00000156650.14,+,38.34821701049805
47947,chr19,47231199,BBC3,ENSG00000105327.18,-,38.412391662597656
36412,chr14,77028708,IRF2BPL,ENSG00000119669.5,-,38.43467712402344
49575,chr20,44311202,FITM2,ENSG00000197296.6,-,38.446693420410156
31437,chr12,27332853,BMAL2,ENSG00000029153.15,+,38.447959899902344
8268,chr2,196926707,PGAP1,ENSG00000197121.15,-,38.45982360839844
4072,chr1,144461647,NBPF15,ENSG00000266338.7,-,38.46862030029297
49440,chr20,25696853,ZNF337,ENSG00000130684.14,-,38.47575378417969
48214,chr19,52786807,ZNF600,ENSG00000189190.11,-,38.49298095703125
4185,chr1,150876609,ARNT,ENSG00000143437.21,-,38.5394172668457
12,chr1,1232236,B3GALT6,ENSG00000176022.7,+,38.56376647949219
50881,chr22,45309933,FAM118A,ENSG00000100376.12,+,38.57379913330078
16906,chr6,31403594,MICA,ENSG00000204520.14,+,38.58863830566406
15720,chr5,69370013,TAF9,ENSG00000273841.6,-,38.59983444213867
17262,chr6,52362150,PAQR8,ENSG00000170915.9,+,38.67232894897461
32694,chr12,7128889,RBP5,ENSG00000139194.8,-,38.676002502441406
26999,chr10,58267894,IPMK,ENSG00000151151.6,-,38.68259048461914
7808,chr2,110472816,LIMS4,ENSG00000256671.7,-,38.693031311035156
20384,chr7,149715056,KRBA1,ENSG00000133619.18,+,38.694610595703125
39719,chr16,970960,LMF1,ENSG00000103227.19,-,38.695167541503906
10072,chr3,151873642,SUCNR1,ENSG00000198829.6,+,38.72943878173828
12241,chr4,39182547,WDR19,ENSG00000157796.18,+,38.729549407958984
48176,chr19,51905011,ZNF649,ENSG00000198093.11,-,38.733638763427734
8628,chr2,238239958,HES6,ENSG00000144485.11,-,38.73748779296875
22252,chr8,78666049,ZC2HC1A,ENSG00000104427.13,+,38.76539611816406
40499,chr16,75251624,BCAR1,ENSG00000050820.17,-,38.766727447509766
34751,chr13,100674879,TMTC4,ENSG00000125247.16,-,38.780521392822266
19384,chr7,29806507,WIPF3,ENSG00000122574.12,+,38.789886474609375
37357,chr15,82809627,WHAMM,ENSG00000156232.7,+,38.81007385253906
4247,chr1,153041120,SPRR2D,ENSG00000163216.7,-,38.843711853027344
24369,chr9,128702502,PKN3,ENSG00000160447.7,+,38.86540603637695
51166,chr22,31346346,PATZ1,ENSG00000100105.18,-,38.941463470458984
50742,chr22,38057403,PICK1,ENSG00000100151.16,+,38.956695556640625
11254,chr3,119240878,B4GALT4,ENSG00000121578.13,-,39.012855529785156
25378,chr9,127980989,EEIG1,ENSG00000167106.12,-,39.015960693359375
4083,chr1,145859045,PIAS3,ENSG00000131788.16,-,39.016265869140625
28728,chr11,69641155,CCND1,ENSG00000110092.4,+,39.07035827636719
40468,chr16,71723882,PHLPP2,ENSG00000040199.18,-,39.089969635009766
35140,chr14,49598939,LRR1,ENSG00000165501.17,+,39.09014129638672
53563,chrX,139933053,ATP11C,ENSG00000101974.15,-,39.11536407470703
36271,chr14,64879907,SPTB,ENSG00000070182.21,-,39.118045806884766
51551,chrX,11758555,MSL3,ENSG00000005302.19,+,39.14408874511719
17717,chr6,146543832,RAB32,ENSG00000118508.5,+,39.17200469970703
10857,chr3,49689474,MST1,ENSG00000173531.16,-,39.189125061035156
24779,chr9,32552603,ENSG00000288684,ENSG00000288684.1,-,39.19723129272461
38104,chr15,76905340,SCAPER,ENSG00000140386.13,-,39.2082405090332
37928,chr15,64703208,OAZ2,ENSG00000180304.14,-,39.2197265625
17662,chr6,136822591,PEX7,ENSG00000112357.14,+,39.23738098144531
10690,chr3,44510636,ZNF852,ENSG00000178917.18,-,39.251976013183594
42316,chr17,3636249,ENSG00000262304,ENSG00000262304.2,-,39.26792526245117
46728,chr19,58183453,ZNF274,ENSG00000171606.18,+,39.285789489746094
46087,chr19,44141553,ZNF234,ENSG00000263002.8,+,39.29808807373047
2526,chr1,212432919,NENF,ENSG00000117691.10,+,39.33736038208008
37942,chr15,65185342,CLPX,ENSG00000166855.9,-,39.338199615478516
46638,chr19,56567525,ZNF470,ENSG00000197016.12,+,39.35484313964844
44288,chr18,62523024,ZCCHC2,ENSG00000141664.10,+,39.38395690917969
17036,chr6,33621321,ITPR3,ENSG00000096433.11,+,39.44304656982422
50074,chr21,45074579,ADARB1,ENSG00000197381.18,+,39.46848678588867
30988,chr11,124673739,SIAE,ENSG00000110013.13,-,39.48442077636719
14788,chr5,132369816,SLC22A5,ENSG00000197375.14,+,39.527565002441406
24147,chr9,112486826,KIAA1958,ENSG00000165185.15,+,39.54825973510742
40714,chr17,3636738,CTNS,ENSG00000040531.16,+,39.583213806152344
17049,chr6,34889254,ANKS1A,ENSG00000064999.16,+,39.583763122558594
40721,chr17,4143210,CYB5D2,ENSG00000167740.10,+,39.587955474853516
9825,chr3,128153480,EEFSEC,ENSG00000132394.11,+,39.59841537475586
48354,chr19,55599630,FIZ1,ENSG00000179943.8,-,39.60348892211914
37790,chr15,51737655,LYSMD2,ENSG00000140280.14,-,39.62577819824219
10883,chr3,49929811,MON1A,ENSG00000164077.15,-,39.637351989746094
32803,chr12,12350242,MANSC1,ENSG00000111261.14,-,39.638301849365234
21799,chr8,19939252,LPL,ENSG00000175445.17,+,39.643226623535156
30678,chr11,93197991,SLC36A4,ENSG00000180773.15,-,39.65654754638672
45221,chr19,11814272,ZNF440,ENSG00000171295.13,+,39.719783782958984
32594,chr12,949694,RAD52,ENSG00000002016.18,-,39.76705551147461
14721,chr5,120464299,PRR16,ENSG00000184838.15,+,39.804100036621094
20382,chr7,149262195,ZNF783,ENSG00000204946.10,+,39.883689880371094
34333,chr13,110713699,ING1,ENSG00000153487.13,+,39.915191650390625
8578,chr2,230220013,SP110,ENSG00000135899.20,-,39.94793701171875
48642,chr20,18288528,ZNF133,ENSG00000125846.17,+,39.96259307861328
36415,chr14,77320883,POMT2,ENSG00000009830.13,-,39.96500778198242
9200,chr3,44861911,TMEM42,ENSG00000169964.8,+,40.00074768066406
5174,chr2,6865635,RSAD2,ENSG00000134321.13,+,40.01622772216797
41048,chr17,19648805,ALDH3A2,ENSG00000072210.19,+,40.031829833984375
25262,chr9,116687215,ASTN2,ENSG00000148219.18,-,40.034873962402344
51762,chrX,46447293,KRBOX4,ENSG00000147121.16,+,40.035499572753906
29259,chr11,121024071,TBCEL,ENSG00000154114.13,+,40.05746841430664
43786,chr17,81239055,TEPSIN,ENSG00000167302.11,-,40.062442779541016
14489,chr5,72956068,FCHO2,ENSG00000157107.14,+,40.092872619628906
32985,chr12,42144874,GXYLT1,ENSG00000151233.11,-,40.12593078613281
20268,chr7,140672944,ADCK2,ENSG00000133597.11,+,40.1310920715332
43535,chr17,64662307,SMURF2,ENSG00000108854.16,-,40.195552825927734
35149,chr14,50312323,DMAC2L,ENSG00000125375.18,+,40.19622802734375
8632,chr2,239400949,HDAC4,ENSG00000068024.18,-,40.20523452758789
44900,chr19,2476126,GADD45B,ENSG00000099860.9,+,40.230979919433594
24280,chr9,127397230,SLC2A8,ENSG00000136856.18,+,40.24888229370117
36473,chr14,91417820,CCDC88C,ENSG00000015133.20,-,40.25934600830078
32148,chr12,98645299,APAF1,ENSG00000120868.14,+,40.265380859375
26899,chr10,42638570,ZNF33B,ENSG00000196693.15,-,40.283660888671875
5563,chr2,62705712,EHBP1,ENSG00000115504.15,+,40.34945297241211
42073,chr17,79074823,ENGASE,ENSG00000167280.17,+,40.350093841552734
27600,chr11,369498,B4GALNT4,ENSG00000182272.12,+,40.364444732666016
52644,chrX,154444140,FAM50A,ENSG00000071859.15,+,40.3814582824707
11628,chr3,158672648,LXN,ENSG00000079257.8,-,40.393184661865234
50497,chr22,23857874,SLC2A11,ENSG00000133460.20,+,40.411808013916016
15175,chr5,157266122,CYFIP2,ENSG00000055163.21,+,40.41419219970703
37273,chr15,76336772,ISL2,ENSG00000159556.10,+,40.481876373291016
43993,chr18,12407895,PRELID3A,ENSG00000141391.14,+,40.48780059814453
20162,chr7,128791449,CCDC136,ENSG00000128596.17,+,40.49562072753906
31128,chr12,2890906,TULP3,ENSG00000078246.17,+,40.52739715576172
27451,chr10,118046941,RAB11FIP2,ENSG00000107560.12,-,40.52740478515625
18199,chr6,32838822,ENSG00000250264,ENSG00000250264.1,-,40.54536819458008
3999,chr1,113871712,PTPN22,ENSG00000134242.16,-,40.587242126464844
11804,chr3,184361602,CLCN2,ENSG00000114859.16,-,40.588104248046875
15086,chr5,149358045,PCYOX1L,ENSG00000145882.11,+,40.62454605102539
2014,chr1,161505429,FCGR2A,ENSG00000143226.16,+,40.6296272277832
29824,chr11,22625823,FANCF,ENSG00000183161.6,-,40.63386535644531
750,chr1,40450106,ZFP69B,ENSG00000187801.15,+,40.64908218383789
17180,chr6,43182184,CUL9,ENSG00000112659.14,+,40.65203094482422
51234,chr22,37019467,TST,ENSG00000128311.14,-,40.667842864990234
4838,chr1,205813198,SLC41A1,ENSG00000133065.11,-,40.70414352416992
5225,chr2,12716935,TRIB2,ENSG00000071575.12,+,40.72068786621094
2275,chr1,185157079,SWT1,ENSG00000116668.13,+,40.729148864746094
4873,chr1,209784559,C1orf74,ENSG00000162757.4,-,40.75434494018555
25540,chr9,136687398,AGPAT2,ENSG00000169692.14,-,40.77104949951172
39018,chr16,30658430,FBRS,ENSG00000156860.16,+,40.783424377441406
30540,chr11,77820722,RSF1,ENSG00000048649.14,-,40.82094192504883
51791,chrX,47836901,ZNF81,ENSG00000197779.15,+,40.82293701171875
47909,chr19,45902613,MYPOP,ENSG00000176182.6,-,40.82347869873047
52711,chrX,3713649,PRKX,ENSG00000183943.6,-,40.884395599365234
24429,chr9,130713042,ABL1,ENSG00000097007.20,+,40.92536163330078
33104,chr12,49110850,LMBR1L,ENSG00000139636.16,-,40.935829162597656
6004,chr2,113627265,RABL2A,ENSG00000144134.19,+,40.9537353515625
15959,chr5,118988547,DTWD2,ENSG00000169570.10,-,40.95973205566406
8485,chr2,219229636,ATG9A,ENSG00000198925.12,-,40.98280334472656
34939,chr14,23988928,DHRS4L2,ENSG00000187630.18,+,40.988059997558594
47088,chr19,10316009,ENSG00000167807,ENSG00000167807.15,-,40.99126434326172
35855,chr14,20413420,TEP1,ENSG00000129566.13,-,40.99774169921875
25885,chr10,49299169,C10orf71,ENSG00000177354.12,+,40.998199462890625
45866,chr19,38433690,RYR1,ENSG00000196218.14,+,41.06216049194336
45963,chr19,40778270,RAB4B-EGLN2,ENSG00000171570.11,+,41.07891082763672
4315,chr1,154558662,UBE2Q1,ENSG00000160714.10,-,41.10559844970703
47686,chr19,40090888,ZNF780A,ENSG00000197782.15,-,41.12071228027344
20505,chr7,1504389,INTS1,ENSG00000164880.16,-,41.17167663574219
17321,chr6,68635281,ADGRB3,ENSG00000135298.15,+,41.19777297973633
39522,chr16,81314961,GAN,ENSG00000261609.8,+,41.212646484375
28979,chr11,94128928,PANX1,ENSG00000110218.9,+,41.219886779785156
42075,chr17,79778147,CBX2,ENSG00000173894.11,+,41.22735595703125
26090,chr10,80078645,TMEM254,ENSG00000133678.14,+,41.23857498168945
13659,chr4,99564039,TRMT10A,ENSG00000145331.14,-,41.241641998291016
52619,chrX,153972753,TMEM187,ENSG00000177854.8,+,41.242191314697266
53459,chrX,129523485,SMARCA1,ENSG00000102038.16,-,41.2446403503418
51688,chrX,30247145,MAGEB1,ENSG00000214107.9,+,41.254913330078125
45551,chr19,23763003,RPSA2,ENSG00000288920.1,+,41.26730728149414
13096,chr4,1721323,TMEM129,ENSG00000168936.12,-,41.29182052612305
22689,chr8,8893630,MFHAS1,ENSG00000147324.11,-,41.298439025878906
50644,chr22,31496535,SFI1,ENSG00000198089.16,+,41.33393096923828
4850,chr1,206202839,FAM72A,ENSG00000196550.11,-,41.39429473876953
22988,chr8,42896706,RNF170,ENSG00000120925.16,-,41.40109634399414
354,chr1,20186095,UBXN10,ENSG00000162543.6,+,41.40939712524414
16023,chr5,132490773,IRF1,ENSG00000125347.15,-,41.451454162597656
15301,chr5,173056367,CREBRF,ENSG00000164463.12,+,41.462928771972656
30444,chr11,71928595,XNDC1N,ENSG00000254469.11,-,41.469024658203125
40216,chr16,47143945,NETO2,ENSG00000171208.10,-,41.506126403808594
16461,chr5,177554563,FAM193B,ENSG00000146067.17,-,41.509864807128906
4726,chr1,197775480,DENND1B,ENSG00000213047.13,-,41.54314422607422
44624,chr18,55588192,TCF4,ENSG00000196628.20,-,41.608760833740234
50768,chr22,39349924,SYNGR1,ENSG00000100321.15,+,41.613563537597656
39094,chr16,48244299,LONP2,ENSG00000102910.14,+,41.63108825683594
12783,chr4,139454120,RAB33B,ENSG00000172007.7,+,41.677303314208984
44963,chr19,4402639,CHAF1A,ENSG00000167670.16,+,41.6788215637207
7539,chr2,72826019,EXOC6B,ENSG00000144036.16,-,41.71235656738281
30947,chr11,119381690,USP2,ENSG00000036672.16,-,41.74324035644531
38089,chr15,75579315,PTPN9,ENSG00000169410.11,-,41.74711608886719
45292,chr19,14031761,IL27RA,ENSG00000104998.4,+,41.775054931640625
46749,chr19,58408751,ZNF584,ENSG00000171574.19,+,41.792205810546875
