,Chromosome,Start,gene_name,gene_id,Strand,GM12878
40866,chr17,7561918,SENP3,ENSG00000161956.14,+,127.60427856445312
8478,chr2,219160816,NHEJ1,ENSG00000187736.14,-,127.63481140136719
13246,chr4,38856817,TLR6,ENSG00000174130.13,-,127.63892364501953
36116,chr14,39432433,FBXO33,ENSG00000165355.8,-,127.65760803222656
26420,chr10,104122057,SFR1,ENSG00000156384.15,+,127.74004364013672
33668,chr12,106248020,CKAP4,ENSG00000136026.14,-,127.759033203125
27340,chr10,102120368,LDB1,ENSG00000198728.11,-,127.7953109741211
37074,chr15,63121860,LACTB,ENSG00000103642.12,+,127.79586791992188
37308,chr15,78565570,CHRNA5,ENSG00000169684.13,+,127.8233413696289
50291,chr21,43075831,CBS,ENSG00000160200.18,-,127.97830200195312
14323,chr5,56815548,MAP3K1,ENSG00000095015.6,+,128.04080200195312
10737,chr3,47475941,SCAP,ENSG00000114650.21,-,128.04876708984375
41286,chr17,39688118,ERBB2,ENSG00000141736.14,+,128.08616638183594
28092,chr11,45847474,CRY2,ENSG00000121671.12,+,128.10108947753906
35310,chr14,65412729,FUT8,ENSG00000033170.17,+,128.10491943359375
39523,chr16,81444807,CMIP,ENSG00000153815.18,+,128.163330078125
53593,chrX,150898668,CD99L2,ENSG00000102181.22,-,128.1873016357422
53178,chrX,71254129,ZMYM3,ENSG00000147130.14,-,128.31370544433594
1518,chr1,117367448,MAN1A2,ENSG00000198162.12,+,128.32379150390625
13676,chr4,102345139,SLC39A8,ENSG00000138821.14,-,128.3856201171875
36196,chr14,54902824,GCH1,ENSG00000131979.20,-,128.4582061767578
11075,chr3,69013684,EOGT,ENSG00000163378.14,-,128.58518981933594
20873,chr7,56051444,PSPH,ENSG00000146733.14,-,128.59918212890625
11434,chr3,132722409,NPHP3,ENSG00000113971.21,-,128.65711975097656
48689,chr20,23362181,GZF1,ENSG00000125812.16,+,128.679443359375
43427,chr17,59892858,TUBD1,ENSG00000108423.15,-,128.68862915039062
31701,chr12,53268298,ESPL1,ENSG00000135476.12,+,128.71348571777344
43577,chr17,73092688,SLC39A11,ENSG00000133195.12,-,128.72628784179688
50964,chr22,17219423,ADA2,ENSG00000093072.19,-,128.73574829101562
34926,chr14,23556293,THTPA,ENSG00000259431.6,+,128.76654052734375
51861,chrX,49053571,CCDC120,ENSG00000147144.13,+,128.795654296875
10855,chr3,49429324,NICN1,ENSG00000145029.15,-,128.81973266601562
47191,chr19,12696631,FBXW9,ENSG00000132004.13,-,128.83628845214844
40980,chr17,17681457,RAI1,ENSG00000108557.20,+,128.843994140625
6521,chr2,201451739,STRADB,ENSG00000082146.13,+,128.88534545898438
40687,chr17,2303949,SRR,ENSG00000167720.13,+,128.89837646484375
811,chr1,42767305,ENSG00000283580,ENSG00000283580.4,+,128.95761108398438
47056,chr19,9621232,ZNF561,ENSG00000171469.11,-,128.96615600585938
53673,chrX,154516242,FAM3A,ENSG00000071889.17,-,128.96981811523438
35130,chr14,44962189,TOGARAM1,ENSG00000198718.13,+,128.9710235595703
17461,chr6,107028198,MTRES1,ENSG00000130349.10,+,129.00482177734375
40045,chr16,23453189,COG7,ENSG00000168434.13,-,129.02474975585938
7853,chr2,127387975,MAP3K2,ENSG00000169967.17,-,129.03323364257812
51217,chr22,36507040,FOXRED2,ENSG00000100350.16,-,129.04925537109375
46704,chr19,57746840,ZNF776,ENSG00000152443.13,+,129.0726776123047
4771,chr1,202160602,PTPN7,ENSG00000143851.16,-,129.0771484375
18144,chr6,31664997,GPANK1,ENSG00000204438.11,-,129.077880859375
9001,chr3,33114053,CRTAP,ENSG00000170275.15,+,129.08526611328125
45125,chr19,9324178,ZNF559,ENSG00000188321.14,+,129.14566040039062
51730,chrX,41085444,USP9X,ENSG00000124486.15,+,129.17266845703125
3770,chr1,84690468,SSX2IP,ENSG00000117155.17,-,129.180419921875
27451,chr10,118046941,RAB11FIP2,ENSG00000107560.12,-,129.2616424560547
18583,chr6,79078254,PHIP,ENSG00000146247.15,-,129.29632568359375
39018,chr16,30658430,FBRS,ENSG00000156860.16,+,129.31842041015625
32638,chr12,6470645,VAMP1,ENSG00000139190.17,-,129.39671325683594
29904,chr11,34916379,APIP,ENSG00000149089.13,-,129.4048309326172
8994,chr3,32391852,CMTM7,ENSG00000153551.14,+,129.43408203125
13458,chr4,80073229,ANTXR2,ENSG00000163297.18,-,129.47283935546875
46073,chr19,44002977,ZNF230,ENSG00000159882.13,+,129.47373962402344
38612,chr16,3501011,CLUAP1,ENSG00000103351.13,+,129.51077270507812
6699,chr2,219229786,ANKZF1,ENSG00000163516.14,+,129.52523803710938
9887,chr3,131026882,NEK11,ENSG00000114670.14,+,129.5847930908203
46662,chr19,57363566,TRAPPC2B,ENSG00000256060.3,+,129.60218811035156
10257,chr3,184174854,AP2M1,ENSG00000161203.14,+,129.70547485351562
48754,chr20,32819953,MAPRE1,ENSG00000101367.9,+,129.74713134765625
2106,chr1,168576604,XCL1,ENSG00000143184.5,+,129.7527313232422
52929,chrX,46759118,SLC9A7,ENSG00000065923.10,-,129.75816345214844
47578,chr19,36666841,ZNF461,ENSG00000197808.14,-,129.78253173828125
34620,chr13,48533080,RCBTB2,ENSG00000136161.13,-,129.8655242919922
19287,chr7,18495744,HDAC9,ENSG00000048052.25,+,129.87301635742188
43743,chr17,78360077,SOCS3,ENSG00000184557.4,-,129.8758544921875
40553,chr16,81096395,GCSH,ENSG00000140905.11,-,129.91310119628906
30774,chr11,107565735,ALKBH8,ENSG00000137760.15,-,129.91346740722656
30225,chr11,64166113,MACROD1,ENSG00000133315.12,-,129.929443359375
38762,chr16,19067640,COQ7,ENSG00000167186.11,+,130.05535888671875
7132,chr2,20651063,HS1BP3,ENSG00000118960.13,-,130.12989807128906
30919,chr11,118565931,IFT46,ENSG00000118096.10,-,130.14456176757812
28442,chr11,63813455,SPINDOC,ENSG00000168005.9,+,130.31777954101562
14674,chr5,111224383,CAMK4,ENSG00000152495.11,+,130.33343505859375
32964,chr12,31729010,AMN1,ENSG00000151743.11,-,130.3553466796875
30056,chr11,57515702,SLC43A1,ENSG00000149150.9,-,130.37619018554688
1535,chr1,120723944,NOTCH2NLR,ENSG00000286106.3,+,130.5331268310547
42814,chr17,35063707,RFFL,ENSG00000092871.17,-,130.54116821289062
46707,chr19,57769666,ZNF586,ENSG00000083828.16,+,130.60052490234375
48388,chr19,56840696,PEG3,ENSG00000198300.14,-,130.62083435058594
44972,chr19,4909500,UHRF1,ENSG00000276043.5,+,130.62796020507812
49694,chr20,51802509,SALL4,ENSG00000101115.13,-,130.68748474121094
16982,chr6,31972362,STK19,ENSG00000204344.16,+,130.8636016845703
41160,chr17,32007382,LRRC37B,ENSG00000185158.13,+,130.878662109375
46486,chr19,53867882,MYADM,ENSG00000179820.16,+,130.94068908691406
5727,chr2,74958642,POLE4,ENSG00000115350.12,+,130.95603942871094
15758,chr5,75511633,CERT1,ENSG00000113163.19,-,130.9563751220703
1536,chr1,120723948,NBPF26,ENSG00000273136.8,+,131.090576171875
26770,chr10,15168628,NMT2,ENSG00000152465.18,-,131.114501953125
29821,chr11,19240945,E2F8,ENSG00000129173.13,-,131.1448516845703
20683,chr7,28180795,JAZF1,ENSG00000153814.13,-,131.17904663085938
25249,chr9,114505450,WHRN,ENSG00000095397.17,-,131.26100158691406
9103,chr3,40524877,ZNF621,ENSG00000172888.12,+,131.28509521484375
33660,chr12,104958290,SLC41A2,ENSG00000136052.10,-,131.33970642089844
31934,chr12,59596066,SLC16A7,ENSG00000118596.12,+,131.36891174316406
15375,chr5,178130995,RMND5B,ENSG00000145916.19,+,131.43881225585938
46155,chr19,45178783,BLOC1S3,ENSG00000189114.8,+,131.4785614013672
34333,chr13,110713699,ING1,ENSG00000153487.13,+,131.49046325683594
36492,chr14,92106600,ATXN3,ENSG00000066427.25,-,131.50259399414062
45172,chr19,10654345,ILF3,ENSG00000129351.18,+,131.60194396972656
25239,chr9,113401284,ALAD,ENSG00000148218.16,-,131.63336181640625
32895,chr12,22544492,C2CD5,ENSG00000111731.13,-,131.70672607421875
7006,chr2,241734629,D2HGDH,ENSG00000180902.18,+,131.71255493164062
28575,chr11,65572537,FAM89B,ENSG00000176973.8,+,131.74359130859375
40270,chr16,56520049,BBS2,ENSG00000125124.14,-,131.7822265625
46663,chr19,57363565,ENSG00000268133,ENSG00000268133.1,+,131.8926544189453
43917,chr18,2655725,SMCHD1,ENSG00000101596.17,+,132.12498474121094
2121,chr1,169368194,BLZF1,ENSG00000117475.14,+,132.1295623779297
49056,chr20,56358973,FAM210B,ENSG00000124098.10,+,132.16539001464844
24411,chr9,129835457,USP20,ENSG00000136878.14,+,132.1837158203125
24143,chr9,111661604,GNG10,ENSG00000242616.4,+,132.22198486328125
51583,chrX,13653129,TCEANC,ENSG00000176896.9,+,132.22900390625
40030,chr16,20900358,DCUN1D3,ENSG00000188215.10,-,132.31080627441406
15942,chr5,115296654,CCDC112,ENSG00000164221.13,-,132.3186492919922
10598,chr3,32570858,DYNC1LI1,ENSG00000144635.9,-,132.3285369873047
23325,chr8,101790969,NCALD,ENSG00000104490.18,-,132.33018493652344
36603,chr14,103522830,CKB,ENSG00000166165.14,-,132.44749450683594
46886,chr19,3761692,APBA3,ENSG00000011132.12,-,132.4537353515625
19161,chr7,816614,SUN1,ENSG00000164828.18,+,132.46963500976562
8920,chr3,15206245,CAPN7,ENSG00000131375.10,+,132.51626586914062
27595,chr11,308407,ENSG00000288681,ENSG00000288681.1,+,132.5359344482422
41889,chr17,73165009,SSTR2,ENSG00000180616.9,+,132.65037536621094
26394,chr10,102461394,MFSD13A,ENSG00000138111.14,+,132.70106506347656
6291,chr2,171999952,METAP1D,ENSG00000172878.14,+,132.72862243652344
27392,chr10,104338448,ITPRIP,ENSG00000148841.17,-,132.73594665527344
43313,chr17,49678097,SPOP,ENSG00000121067.19,-,132.74530029296875
46083,chr19,44094391,ZNF224,ENSG00000267680.6,+,132.7665252685547
3179,chr1,23913362,CNR2,ENSG00000188822.8,-,132.76812744140625
25447,chr9,132406840,TTF1,ENSG00000125482.13,-,132.80743408203125
38590,chr16,3305471,ZNF75A,ENSG00000162086.16,+,132.81158447265625
47467,chr19,23250394,ZNF724,ENSG00000196081.10,-,132.8379364013672
1120,chr1,67166453,IL23R,ENSG00000162594.17,+,132.878173828125
9696,chr3,113532554,SIDT1,ENSG00000072858.11,+,132.8861846923828
38972,chr16,29973867,TAOK2,ENSG00000149930.18,+,132.92311096191406
48230,chr19,52962851,ZNF816,ENSG00000180257.14,-,132.98568725585938
24601,chr9,137277725,TOR4A,ENSG00000198113.3,+,133.0003662109375
11564,chr3,149658025,WWTR1,ENSG00000018408.15,-,133.01657104492188
46027,chr19,42220311,ZNF526,ENSG00000167625.12,+,133.0640106201172
27645,chr11,925869,AP2A2,ENSG00000183020.15,+,133.0678253173828
45692,chr19,35269064,USF2,ENSG00000105698.16,+,133.12660217285156
16400,chr5,172771195,DUSP1,ENSG00000120129.6,-,133.14276123046875
48522,chr20,3471017,ATRN,ENSG00000088812.18,+,133.16580200195312
13239,chr4,37686376,RELL1,ENSG00000181826.10,-,133.31130981445312
43767,chr17,79839440,CBX4,ENSG00000141582.15,-,133.32354736328125
713,chr1,37793846,MANEAL,ENSG00000185090.15,+,133.42340087890625
29244,chr11,119206338,CBL,ENSG00000110395.8,+,133.4656982421875
37566,chr15,34039204,AVEN,ENSG00000169857.9,-,133.47250366210938
51683,chrX,30215562,MAGEB2,ENSG00000099399.6,+,133.5381622314453
26070,chr10,75111655,SAMD8,ENSG00000156671.15,+,133.5470733642578
31712,chr12,53380175,SP1,ENSG00000185591.10,+,133.56605529785156
41981,chr17,75979251,TEN1-CDK3,ENSG00000261408.7,+,133.57522583007812
53159,chrX,69165453,PJA1,ENSG00000181191.12,-,133.5908966064453
50347,chr21,46323870,C21orf58,ENSG00000160298.18,-,133.60800170898438
11422,chr3,131026792,ASTE1,ENSG00000034533.12,-,133.62310791015625
5968,chr2,112275596,ZC3H6,ENSG00000188177.15,+,133.62643432617188
35192,chr14,54509905,CGRRF1,ENSG00000100532.13,+,133.62762451171875
10337,chr3,188153897,LPP,ENSG00000145012.15,+,133.6378936767578
11883,chr3,195271159,XXYLT1,ENSG00000173950.16,-,133.67469787597656
46680,chr19,57499934,ZNF773,ENSG00000152439.13,+,133.7744598388672
45506,chr19,19865881,ZNF253,ENSG00000256771.5,+,133.77716064453125
34471,chr13,29595688,SLC7A1,ENSG00000139514.13,-,133.81480407714844
8460,chr2,218659623,ZNF142,ENSG00000115568.16,-,133.82327270507812
26976,chr10,50623956,SGMS1,ENSG00000198964.14,-,133.8756103515625
38752,chr16,16232569,NOMO3,ENSG00000103226.19,+,133.92422485351562
23505,chr8,141001233,PTK2,ENSG00000169398.20,-,133.96730041503906
38357,chr16,641848,MCRIP2,ENSG00000172366.20,+,134.0041046142578
30471,chr11,72752408,ARAP1,ENSG00000186635.16,-,134.0049591064453
12671,chr4,112145453,FAM241A,ENSG00000174749.6,+,134.02871704101562
22566,chr8,143636018,ZNF623,ENSG00000183309.12,+,134.0932159423828
24125,chr9,108934399,ABITRAM,ENSG00000119328.12,+,134.13580322265625
5302,chr2,27051677,AGBL5,ENSG00000084693.16,+,134.15724182128906
53330,chrX,104157009,SLC25A53,ENSG00000269743.3,-,134.21670532226562
17034,chr6,33454575,ZBTB9,ENSG00000213588.6,+,134.2203826904297
27976,chr11,28108247,METTL15,ENSG00000169519.21,+,134.25485229492188
14576,chr5,81972050,ATG10,ENSG00000152348.16,+,134.31678771972656
30994,chr11,124800406,MSANTD2,ENSG00000120458.13,-,134.3187713623047
33099,chr12,49060794,KMT2D,ENSG00000167548.18,-,134.36996459960938
2677,chr1,229626246,URB2,ENSG00000135763.10,+,134.38082885742188
38197,chr15,83207823,HDGFL3,ENSG00000166503.9,-,134.40428161621094
6651,chr2,218270518,PNKD,ENSG00000127838.15,+,134.40582275390625
26142,chr10,84328662,CCSER2,ENSG00000107771.17,+,134.41769409179688
8656,chr2,240561064,ANKMY1,ENSG00000144504.16,-,134.45387268066406
52392,chrX,132023301,STK26,ENSG00000134602.16,+,134.47975158691406
8035,chr2,162074053,DPP4,ENSG00000197635.11,-,134.52084350585938
9270,chr3,48446736,ATRIP,ENSG00000164053.22,+,134.53842163085938
33531,chr12,88142088,CEP290,ENSG00000198707.17,-,134.55685424804688
5798,chr2,95025707,MAL,ENSG00000172005.11,+,134.63461303710938
25609,chr10,3067547,PFKP,ENSG00000067057.19,+,134.63662719726562
36878,chr15,43133585,TMEM62,ENSG00000137842.7,+,134.64364624023438
23624,chr8,144901461,ZNF250,ENSG00000196150.14,-,134.70526123046875
51557,chrX,11759647,MSL3,ENSG00000005302.19,+,134.72930908203125
43106,chr17,43022356,VAT1,ENSG00000108828.16,-,134.7392120361328
53757,chrY,12662367,USP9Y,ENSG00000114374.13,+,134.7466583251953
23215,chr8,90646083,TMEM64,ENSG00000180694.14,-,134.78213500976562
6031,chr2,119679166,TMEM177,ENSG00000144120.13,+,134.79710388183594
1330,chr1,100352505,CDC14A,ENSG00000079335.20,+,134.809814453125
43030,chr17,41786711,JUP,ENSG00000173801.17,-,134.8744354248047
45505,chr19,19668900,ZNF101,ENSG00000181896.12,+,134.9896697998047
32617,chr12,3753109,CRACR2A,ENSG00000130038.10,-,135.0069122314453
50875,chr22,45163924,NUP50,ENSG00000093000.19,+,135.10244750976562
14642,chr5,98773662,RGMB,ENSG00000174136.13,+,135.1154327392578
19097,chr6,162727764,PRKN,ENSG00000185345.25,-,135.12026977539062
38425,chr16,1612359,CRAMP1,ENSG00000007545.16,+,135.19424438476562
8948,chr3,23203019,UBE2E2,ENSG00000182247.11,+,135.2756805419922
14507,chr5,74685232,HEXB,ENSG00000049860.14,+,135.3061065673828
53044,chrX,52958501,FAM156A,ENSG00000268350.8,-,135.3678741455078
24865,chr9,35079926,FANCG,ENSG00000221829.11,-,135.38714599609375
18104,chr6,30556489,GNL1,ENSG00000204590.13,-,135.39346313476562
16738,chr6,26440487,BTN3A3,ENSG00000111801.16,+,135.48529052734375
39021,chr16,30698542,SRCAP,ENSG00000080603.17,+,135.50314331054688
2585,chr1,222815086,DISP1,ENSG00000154309.9,+,135.6025390625
39831,chr16,3305430,TIGD7,ENSG00000140993.11,-,135.64198303222656
48952,chr20,44910059,PABPC1L,ENSG00000101104.13,+,135.65121459960938
23549,chr8,143541447,ZC3H3,ENSG00000014164.7,-,135.66183471679688
37655,chr15,41544257,RPAP1,ENSG00000103932.12,-,135.67567443847656
37799,chr15,52179887,GNB5,ENSG00000069966.19,-,135.69952392578125
211,chr1,11806190,CLCN6,ENSG00000011021.23,+,135.830810546875
4793,chr1,202967257,CYB5R1,ENSG00000159348.13,-,135.8937530517578
41262,chr17,38730340,CISD3,ENSG00000277972.2,+,135.917724609375
42187,chr17,82716705,FN3KRP,ENSG00000141560.15,+,136.11807250976562
25085,chr9,92878022,ZNF484,ENSG00000127081.14,-,136.13565063476562
17674,chr6,138404222,HEBP2,ENSG00000051620.11,+,136.14462280273438
28228,chr11,57657762,CLP1,ENSG00000172409.7,+,136.22198486328125
11291,chr3,122416062,WDR5B,ENSG00000196981.4,-,136.22457885742188
52940,chrX,47650591,ELK1,ENSG00000126767.18,-,136.28338623046875
4072,chr1,144461647,NBPF15,ENSG00000266338.7,-,136.30743408203125
40827,chr17,7336528,ACAP1,ENSG00000072818.12,+,136.32119750976562
37790,chr15,51737655,LYSMD2,ENSG00000140280.14,-,136.32827758789062
26517,chr10,114821769,FHIP2A,ENSG00000151553.16,+,136.41342163085938
18515,chr6,56851951,DST,ENSG00000151914.22,-,136.46380615234375
6931,chr2,237798778,RBM44,ENSG00000177483.12,+,136.490966796875
25397,chr9,128771927,ZER1,ENSG00000160445.11,-,136.55067443847656
17015,chr6,33204654,HSD17B8,ENSG00000204228.4,+,136.6234130859375
44427,chr18,14132428,ZNF519,ENSG00000175322.12,-,136.66725158691406
23095,chr8,70403808,NCOA2,ENSG00000140396.13,-,136.69764709472656
42533,chr17,8295400,SLC25A35,ENSG00000125434.11,-,136.75465393066406
11027,chr3,58214697,DNASE1L3,ENSG00000163687.14,-,136.76312255859375
42418,chr17,6640711,KIAA0753,ENSG00000198920.11,-,136.80337524414062
869,chr1,43974943,ATP6V0B,ENSG00000117410.14,+,136.85360717773438
4219,chr1,151790522,TDRKH,ENSG00000182134.17,-,136.87557983398438
23584,chr8,143939597,PLEC,ENSG00000178209.17,-,136.88766479492188
52065,chrX,71578436,GCNA,ENSG00000147174.12,+,136.91114807128906
14854,chr5,137889436,PKD2L2,ENSG00000078795.17,+,136.97393798828125
18984,chr6,143511720,FUCA2,ENSG00000001036.14,-,136.9766082763672
25372,chr9,127899574,ST6GALNAC6,ENSG00000160408.16,-,136.989013671875
708,chr1,37474579,ZC3H12A,ENSG00000163874.11,+,137.08880615234375
17058,chr6,35342557,PPARD,ENSG00000112033.14,+,137.1407470703125
7004,chr2,241702045,ING5,ENSG00000168395.16,+,137.16116333007812
32283,chr12,109573836,MVK,ENSG00000110921.14,+,137.17251586914062
41394,chr17,42609682,TUBG1,ENSG00000131462.9,+,137.17288208007812
15119,chr5,150778756,SMIM3,ENSG00000256235.3,+,137.29075622558594
6970,chr2,240625479,GPR35,ENSG00000178623.13,+,137.35256958007812
10238,chr3,183635622,KLHL24,ENSG00000114796.16,+,137.3555908203125
12272,chr4,41256927,UCHL1,ENSG00000154277.13,+,137.42697143554688
4737,chr1,200669907,DDX59,ENSG00000118197.14,-,137.48556518554688
1990,chr1,161166425,PPOX,ENSG00000143224.18,+,137.53033447265625
17128,chr6,41546572,FOXP4,ENSG00000137166.18,+,137.54116821289062
2998,chr1,9910269,CTNNBIP1,ENSG00000178585.15,-,137.54534912109375
47845,chr19,44305025,ZNF235,ENSG00000159917.17,-,137.5949249267578
6460,chr2,199911292,C2orf69,ENSG00000178074.6,+,137.626953125
1004,chr1,54053607,TCEANC2,ENSG00000116205.14,+,137.62918090820312
2253,chr1,183023419,LAMC1,ENSG00000135862.6,+,137.6864471435547
8942,chr3,16884954,PLCL2,ENSG00000154822.18,+,137.74557495117188
3584,chr1,50960267,FAF1,ENSG00000185104.21,-,137.80642700195312
45576,chr19,32345593,ZNF507,ENSG00000168813.17,+,137.9390106201172
7730,chr2,96858016,ANKRD39,ENSG00000213337.9,-,137.95770263671875
29457,chr11,910835,CHID1,ENSG00000177830.18,-,137.97349548339844
32148,chr12,98645299,APAF1,ENSG00000120868.14,+,137.9896697998047
39910,chr16,10942460,DEXI,ENSG00000182108.11,-,138.0963897705078
47945,chr19,47048624,TMEM160,ENSG00000130748.7,-,138.12734985351562
36362,chr14,73760303,MIDEAS,ENSG00000156030.14,-,138.13986206054688
47507,chr19,33521760,PEPD,ENSG00000124299.16,-,138.15679931640625
25110,chr9,96418370,ZNF367,ENSG00000165244.7,-,138.39964294433594
9372,chr3,51975063,ABHD14A,ENSG00000248487.10,+,138.40830993652344
25681,chr10,13100172,OPTN,ENSG00000123240.17,+,138.41824340820312
46793,chr19,1401542,GAMT,ENSG00000130005.13,-,138.4255828857422
36706,chr15,30903892,FAN1,ENSG00000198690.10,+,138.4365692138672
8104,chr2,173964219,SP3,ENSG00000172845.18,-,138.43698120117188
38453,chr16,1989969,SYNGR3,ENSG00000127561.16,+,138.44631958007812
9570,chr3,98732254,ST3GAL6,ENSG00000064225.13,+,138.4972686767578
8355,chr2,203535301,RAPH1,ENSG00000173166.18,-,138.51400756835938
16907,chr6,31494880,MICB,ENSG00000204516.10,+,138.51751708984375
22147,chr8,60517180,RAB2A,ENSG00000104388.15,+,138.52072143554688
41204,chr17,35243071,SLFN5,ENSG00000166750.10,+,138.54592895507812
25938,chr10,63521400,REEP3,ENSG00000165476.14,+,138.56082153320312
24575,chr9,137077516,UAP1L1,ENSG00000197355.11,+,138.61358642578125
47708,chr19,40465745,BLVRB,ENSG00000090013.11,-,138.6339874267578
36310,chr14,68979302,ACTN1,ENSG00000072110.16,-,138.64599609375
53488,chrX,132218124,RAP2C,ENSG00000123728.10,-,138.68238830566406
30182,chr11,62706315,BSCL2,ENSG00000168000.16,-,138.7039337158203
45546,chr19,22286440,ZNF729,ENSG00000196350.9,+,138.70672607421875
37932,chr15,64825647,PIF1,ENSG00000140451.13,-,138.74266052246094
51044,chr22,21982787,TOP3B,ENSG00000100038.20,-,138.8443603515625
11345,chr3,124934751,MUC13,ENSG00000173702.7,-,138.89035034179688
43864,chr17,82212819,CCDC57,ENSG00000176155.21,-,139.05831909179688
37090,chr15,64151730,SNX22,ENSG00000157734.14,+,139.0629425048828
8498,chr2,219387796,DNPEP,ENSG00000123992.20,-,139.08560180664062
31591,chr12,49367464,SPATS2,ENSG00000123352.18,+,139.09336853027344
33415,chr12,64222296,KICS2,ENSG00000174206.13,-,139.14349365234375
42766,chr17,28951518,PHF12,ENSG00000109118.14,-,139.14625549316406
2638,chr1,227563555,ZNF678,ENSG00000181450.18,+,139.1904296875
44358,chr18,80109261,ADNP2,ENSG00000101544.9,+,139.26910400390625
53563,chrX,139933053,ATP11C,ENSG00000101974.15,-,139.2920684814453
9896,chr3,132417501,DNAJC13,ENSG00000138246.17,+,139.38986206054688
